intron	logef	Col	prmt5	deltapsi
chr1:11248356:11248520:clu_1033_NA	0.15992210465068	0.800635643970612	0.846851341166148	0.0462156971955355
chr1:11252680:11252756:clu_1034_NA	-0.0347247290363946	0.454753091368342	0.437593727060045	-0.0171593643082969
chr1:11252680:11252759:clu_1034_NA	0.0347247290363946	0.545246908631658	0.562406272939955	0.0171593643082968
chr1:11274848:11274941:clu_1035_NA	0.423668177200187	0.100308008690908	0.206447987915738	0.10613997922483
chr1:11274853:11274941:clu_1035_NA	-0.423668177200187	0.899691991309092	0.793552012084262	-0.10613997922483
chr1:11276166:11276479:clu_1036_NA	0.0310708938631852	0.615243017418367	0.629843901047665	0.0146008836292976
chr1:11276181:11276479:clu_1036_NA	-0.0310708938631852	0.384756982581633	0.370156098952335	-0.0146008836292976
chr1:11295912:11295991:clu_1037_NA	-0.74484296238508	0.317544687039758	0.0949392874631573	-0.2226053995766
chr1:11295912:11296000:clu_1037_NA	0.74484296238508	0.682455312960243	0.905060712536843	0.2226053995766
chr1:11314437:11314624:clu_1038_NA	0.064983795247532	0.146493721258487	0.163501475886478	0.0170077546279907
chr1:11314443:11314624:clu_1038_NA	-0.064983795247532	0.853506278741513	0.836498524113522	-0.0170077546279906
chr1:11430448:11431136:clu_1040_NA	0.408914631876219	0.656655756053212	0.778826828006705	0.122171071953493
chr1:11430452:11431136:clu_1040_NA	-0.320428136342604	0.177243675267056	0.101373479849597	-0.0758701954174598
chr1:11431008:11431136:clu_1040_NA	-0.088486495533615	0.166100568679732	0.119799692143699	-0.0463008765360334
chr1:11435184:11436378:clu_1041_NA	0.125756449248541	0.0442767769389876	0.0562266530873455	0.0119498761483579
chr1:11435188:11436378:clu_1041_NA	-0.125756449248541	0.955723223061012	0.943773346912654	-0.011949876148358
chr1:11436889:11437252:clu_1042_NA	0.5487957928104	0.70366439447311	0.876792506995084	0.173128112521974
chr1:11436889:11437269:clu_1042_NA	-0.5487957928104	0.29633560552689	0.123207493004916	-0.173128112521974
chr1:11457626:11458042:clu_1043_NA	-0.404638276109899	0.018329072544959	0.00824356839157816	-0.0100855041533808
chr1:11457626:11458684:clu_1043_NA	0.404638276109899	0.981670927455041	0.991756431608422	0.0100855041533808
chr1:11458786:11459003:clu_1044_NA	0.0717241060283971	0.859318458749124	0.875783079067473	0.0164646203183491
chr1:11458793:11459003:clu_1044_NA	-0.0717241060283971	0.140681541250876	0.124216920932527	-0.0164646203183492
chr1:11459310:11459425:clu_1045_NA	0.0617482562900198	0.43026905783673	0.469052513474977	0.0387834556382463
chr1:11459310:11459686:clu_1045_NA	0.0351132490845969	0.00729446952622338	0.00774297094501381	0.000448501418790426
chr1:11459522:11459686:clu_1045_NA	-0.0968615053746166	0.562436472637046	0.52320451558001	-0.0392319570570367
chr1:11535337:11535458:clu_1046_NA	0.490754593979695	0.133792496057906	0.149181395995638	0.0153888999377313
chr1:11535340:11535458:clu_1046_NA	0.401885107512548	0.821799307425046	0.838403637901762	0.0166043304767157
chr1:11535353:11535458:clu_1046_NA	-0.892639701492242	0.0444081965170475	0.0124149661026006	-0.0319932304144469
chr1:11536174:11536249:clu_1047_NA	-0.0740387017333887	0.677660328944061	0.644503053572963	-0.0331572753710978
chr1:11536177:11536249:clu_1047_NA	0.0740387017333887	0.322339671055939	0.355496946427037	0.0331572753710979
chr1:11603143:11603216:clu_1048_NA	1.21520196526469	0.012169436748149	0.122799824086533	0.110630387338384
chr1:11603143:11603241:clu_1048_NA	-1.21520196526469	0.987830563251851	0.877200175913467	-0.110630387338384
chr1:11614906:11614991:clu_1049_NA	-0.525389777969011	0.0248798566481099	0.00884269345500839	-0.0160371631931015
chr1:11614906:11615232:clu_1049_NA	0.525389777969011	0.97512014335189	0.991157306544992	0.0160371631931017
chr1:11615311:11615402:clu_1050_NA	0.0461720041332031	0.301571870491569	0.321370663953835	0.0197987934622661
chr1:11615311:11615405:clu_1050_NA	-0.0461720041332031	0.698428129508431	0.678629336046165	-0.0197987934622661
chr1:11690956:11691366:clu_1051_NA	0.271728308314896	0.940264714746403	0.964418351960631	0.0241536372142275
chr1:11690972:11691366:clu_1051_NA	-0.271728308314896	0.059735285253597	0.0355816480393694	-0.0241536372142275
chr1:11693921:11694368:clu_1052_NA	0.609700941553847	0.0500414225381468	0.116625278989446	0.0665838564512989
chr1:11693925:11694368:clu_1052_NA	-0.0903526327732822	0.414951645466917	0.480209928968775	0.0652582835018577
chr1:11693925:11694375:clu_1052_NA	-0.519348308780565	0.535006931994936	0.40316479204178	-0.131842139953157
chr1:11758938:11759074:clu_1053_NA	0.321533877093563	0.0364668166109681	0.0671612156431891	0.0306943990322209
chr1:11758942:11759074:clu_1053_NA	-0.321533877093563	0.963533183389032	0.932838784356811	-0.0306943990322208
chr1:11966615:11966705:clu_1055_NA	0.15259057194776	0.976937781230772	0.98289965478412	0.00596187355334821
chr1:11966615:11966708:clu_1055_NA	-0.15259057194776	0.0230622187692282	0.0171003452158801	-0.00596187355334812
chr1:11968004:11968123:clu_1056_NA	0.326518436114015	0.229845124040297	0.36443896222033	0.134593838180034
chr1:11968004:11968127:clu_1056_NA	-0.326518436114015	0.770154875959703	0.63556103777967	-0.134593838180034
chr1:11968679:11968971:clu_1057_NA	0.295011167534226	0.136552160020932	0.22197317029691	0.0854210102759784
chr1:11968744:11968971:clu_1057_NA	-0.295011167534226	0.863447839979068	0.77802682970309	-0.0854210102759783
chr1:11975703:11975829:clu_1058_NA	0.0878591441869801	0.144970319638143	0.168136968671374	0.0231666490332304
chr1:11975715:11975829:clu_1058_NA	-0.0878591441869801	0.855029680361857	0.831863031328626	-0.0231666490332303
chr1:12052112:12052199:clu_1059_NA	-0.0307626496339734	0.217524570011396	0.207234574095263	-0.0102899959161328
chr1:12052116:12052199:clu_1059_NA	0.0307626496339734	0.782475429988604	0.792765425904737	0.0102899959161327
chr1:12066896:12066990:clu_1060_NA	-0.156484200549811	0.514692130414385	0.517264192922412	0.00257206250802666
chr1:12066896:12067484:clu_1060_NA	0.456266120726049	0.061100949276847	0.113325313401534	0.0522243641246865
chr1:12067054:12067484:clu_1060_NA	-0.299781920176238	0.424206920308768	0.369410493676055	-0.0547964266327132
chr1:12074572:12074659:clu_1061_NA	-0.029302897904743	0.174283317524878	0.166009738325096	-0.00827357919978175
chr1:12074572:12074664:clu_1061_NA	0.0293028979047429	0.825716682475122	0.833990261674904	0.00827357919978167
chr1:12113859:12113987:clu_1063_NA	-0.0126548010064318	0.643667832159429	0.637841960225556	-0.00582587193387396
chr1:12113862:12113987:clu_1063_NA	0.0126548010064318	0.35633216784057	0.362158039774445	0.00582587193387424
chr1:12145610:12145684:clu_1065_NA	0.0958085295787873	0.559612552280405	0.606161811455783	0.0465492591753784
chr1:12145610:12145687:clu_1065_NA	-0.0958085295787873	0.440387447719595	0.393838188544217	-0.0465492591753785
chr1:12145942:12146015:clu_1066_NA	-0.0638843046634937	0.930577840930166	0.921855658256524	-0.00872218267364178
chr1:12145942:12146027:clu_1066_NA	0.0638843046634937	0.0694221590698343	0.0781443417434759	0.00872218267364162
chr1:12205688:12206359:clu_1067_NA	0.0753610284776058	0.265301553153652	0.285697906488393	0.0203963533347409
chr1:12205688:12207164:clu_1067_NA	-0.0220100894394968	0.619470776588179	0.605201993316823	-0.0142687832713558
chr1:12206431:12207164:clu_1067_NA	-0.053350939038109	0.115227670258169	0.109100100194784	-0.00612757006338513
chr1:12245641:12245827:clu_1068_NA	-0.209427221060862	0.0688245313669417	0.0463647436151587	-0.0224597877517831
chr1:12245644:12245827:clu_1068_NA	0.209427221060862	0.931175468633058	0.953635256384841	0.0224597877517831
chr1:12360900:12361091:clu_1070_NA	-0.43195620453499	0.677200339109571	0.469294401964335	-0.207905937145236
chr1:12360900:12361113:clu_1070_NA	0.43195620453499	0.322799660890429	0.530705598035665	0.207905937145236
chr1:12399242:12399329:clu_1071_NA	-0.0304602496236555	0.761024169146294	0.749769286919224	-0.0112548822270695
chr1:12399247:12399329:clu_1071_NA	0.0304602496236555	0.238975830853706	0.250230713080776	0.0112548822270694
chr1:12438451:12438547:clu_1073_NA	0.0489391104246929	0.105452932031066	0.115048955521268	0.00959602349020175
chr1:12438451:12438569:clu_1073_NA	-0.0489391104246929	0.894547067968934	0.884951044478732	-0.00959602349020172
chr1:12460265:12460490:clu_1074_NA	-0.218948717979654	0.0730033811328501	0.0483679249845443	-0.0246354561483058
chr1:12460265:12460495:clu_1074_NA	0.218948717979654	0.92699661886715	0.951632075015456	0.0246354561483058
chr1:12521613:12521691:clu_1076_NA	-0.102757830943951	0.0938441666354101	0.0777662381041935	-0.0160779285312165
chr1:12521613:12521709:clu_1076_NA	0.102757830943951	0.90615583336459	0.922233761895807	0.0160779285312166
chr1:12582384:12582469:clu_1077_NA	0.00466491956311074	0.80016858227752	0.801656235564482	0.00148765328696177
chr1:12582384:12582507:clu_1077_NA	-0.00466491956311074	0.19983141772248	0.198343764435518	-0.00148765328696188
chr1:12605070:12605242:clu_1078_NA	0.258619417297608	0.643790082070163	0.751959669176493	0.10816958710633
chr1:12605093:12605242:clu_1078_NA	-0.258619417297608	0.356209917929837	0.248040330823507	-0.10816958710633
chr1:12656034:12656213:clu_1079_NA	-0.190235377767582	0.0628505343089493	0.0707399406152964	0.00788940630634713
chr1:12656034:12656236:clu_1079_NA	-0.310138912281006	0.528693905984501	0.527820893978387	-0.000873012006114005
chr1:12656034:12656429:clu_1079_NA	1.06562930806804	0.026896998335944	0.10628565076703	0.0793886524310861
chr1:12656295:12656429:clu_1079_NA	-0.565255018019447	0.381558561370605	0.295153514639286	-0.0864050467313192
chr1:12737772:12737870:clu_1080_NA	-22.3656108514559	0.999999999711678	1.29897186217198e-10	-0.999999999581781
chr1:12737772:12737930:clu_1080_NA	22.3656108514559	2.88321814060584e-10	0.999999999870103	0.999999999581781
chr1:12960799:12960894:clu_1081_NA	0.00691492608055564	0.855567945867356	0.857268530906198	0.00170058503884263
chr1:12960805:12960894:clu_1081_NA	-0.00691492608055564	0.144432054132644	0.142731469093802	-0.0017005850388426
chr1:12961024:12961140:clu_1082_NA	0.0634026379699662	0.631891356243258	0.660863499194476	0.0289721429512179
chr1:12961027:12961140:clu_1082_NA	-0.0634026379699662	0.368108643756742	0.339136500805524	-0.0289721429512178
chr1:12978514:12978941:clu_1083_NA	0.0942082008673229	0.934931668125018	0.945496840232048	0.0105651721070299
chr1:12978514:12978945:clu_1083_NA	-0.0942082008673229	0.0650683318749815	0.0545031597679516	-0.0105651721070299
chr1:12979078:12979228:clu_1084_NA	0.0380663131015437	0.0332327279345573	0.0357675962058559	0.00253486827129863
chr1:12979078:12979264:clu_1084_NA	-0.0380663131015437	0.966767272065443	0.964232403794144	-0.00253486827129878
chr1:13026849:13026940:clu_1085_NA	0.0123899966808617	0.0340265445573284	0.0348505036314592	0.00082395907413077
chr1:13026849:13026944:clu_1085_NA	-0.0123899966808617	0.965973455442672	0.965149496368541	-0.000823959074130909
chr1:13072097:13072194:clu_1086_NA	0.361080080043319	0.0518934445731139	0.101277115327368	0.0493836707542543
chr1:13072101:13072194:clu_1086_NA	-0.361080080043319	0.948106555426886	0.898722884672632	-0.0493836707542544
chr1:13468699:13469098:clu_1088_NA	-0.336586811104089	0.595340213211686	0.428717099531182	-0.166623113680504
chr1:13468699:13469914:clu_1088_NA	0.336586811104089	0.404659786788314	0.571282900468818	0.166623113680504
chr1:13470266:13470339:clu_1089_NA	0.184179650340294	0.250711509887899	0.325971627444303	0.0752601175564043
chr1:13470269:13470339:clu_1089_NA	-0.184179650340294	0.749288490112101	0.674028372555697	-0.0752601175564042
chr1:15604719:15604814:clu_1090_NA	0.205804753393487	0.0148724002995871	0.0222773733312746	0.0074049730316875
chr1:15604733:15604814:clu_1090_NA	-0.205804753393487	0.985127599700413	0.977722626668725	-0.00740497303168741
chr1:15651295:15651584:clu_1091_NA	-0.121071446020469	0.00481584828908674	0.00378409034999265	-0.00103175793909409
chr1:15651303:15651584:clu_1091_NA	0.121071446020469	0.995184151710913	0.996215909650007	0.00103175793909405
chr1:15897274:15897394:clu_1092_NA	-1.2431374867436	0.990710105243536	0.898732487228564	-0.0919776180149721
chr1:15897274:15897397:clu_1092_NA	1.2431374867436	0.00928989475646355	0.101267512771436	0.0919776180149721
chr1:15975182:15975262:clu_1094_NA	-0.29324199454623	0.138104058248906	0.0818395834708191	-0.0562644747780872
chr1:15975184:15975262:clu_1094_NA	0.29324199454623	0.861895941751094	0.918160416529181	0.0562644747780873
chr1:16266790:16266976:clu_1095_NA	0.0200188408115137	0.972169330906964	0.973232357291647	0.00106302638468281
chr1:16266790:16266979:clu_1095_NA	-0.0200188408115137	0.0278306690930358	0.026767642708353	-0.00106302638468279
chr1:16429558:16429643:clu_1096_NA	-0.87577491224643	0.304002451299413	0.136022885134099	-0.167979566165315
chr1:16429558:16430029:clu_1096_NA	0.756901734964	0.057557612457355	0.131795361626916	0.0742377491695613
chr1:16429749:16430029:clu_1096_NA	-0.0764209029239165	0.326768492941663	0.325184702602414	-0.00158379033924949
chr1:16429754:16430029:clu_1096_NA	0.195294080206346	0.311671443301568	0.406997050636571	0.0953256073350031
chr1:16469766:16469861:clu_1097_NA	-0.30809557733025	0.994406701022387	0.989691105914973	-0.00471559510741493
chr1:16469766:16469899:clu_1097_NA	0.30809557733025	0.00559329897761242	0.0103088940850275	0.00471559510741509
chr1:16849850:16849974:clu_1099_NA	-0.00548246950562029	0.0310922940986979	0.0307636621025332	-0.00032863199616464
chr1:16849891:16849974:clu_1099_NA	0.00548246950562029	0.968907705901302	0.969236337897467	0.000328631996164619
chr1:16908863:16908943:clu_1100_NA	0.0184314940849418	0.147013997712537	0.151697055151662	0.00468305743912523
chr1:16908866:16908943:clu_1100_NA	-0.0184314940849418	0.852986002287463	0.848302944848338	-0.00468305743912523
chr1:16911132:16911210:clu_1101_NA	0.133793832595595	0.572607190757331	0.636471998605051	0.0638648078477201
chr1:16911132:16911213:clu_1101_NA	-0.133793832595595	0.427392809242669	0.363528001394949	-0.0638648078477201
chr1:16912965:16913039:clu_1102_NA	-0.0432899126333778	0.898989361723565	0.890851220774202	-0.00813814094936338
chr1:16912968:16913039:clu_1102_NA	0.0432899126333778	0.101010638276435	0.109148779225798	0.00813814094936324
chr1:17165782:17165935:clu_1105_NA	-0.307106017815994	0.0663611944988177	0.0394754557483811	-0.0268857387504366
chr1:17165782:17166342:clu_1105_NA	0.266791901582474	0.81506913467295	0.860692671237716	0.0456235365647658
chr1:17166069:17166342:clu_1105_NA	0.0403141162335202	0.118569670828232	0.0998318730139029	-0.0187377978143294
chr1:17179537:17179610:clu_1106_NA	-0.12383279901776	0.992494720208744	0.9904057367238	-0.00208898348494313
chr1:17179537:17179615:clu_1106_NA	0.12383279901776	0.00750527979125642	0.00959426327619969	0.00208898348494326
chr1:17327086:17327158:clu_1107_NA	0.25686121410836	0.207462141293536	0.30437103048183	0.0969088891882937
chr1:17327086:17327161:clu_1107_NA	-0.25686121410836	0.792537858706464	0.69562896951817	-0.0969088891882937
chr1:17396707:17396815:clu_1108_NA	0.251699153536877	0.98177119099332	0.988901154964607	0.00712996397128673
chr1:17396707:17396818:clu_1108_NA	-0.251699153536877	0.0182288090066798	0.011098845035393	-0.00712996397128672
chr1:17451993:17452389:clu_1109_NA	0.17917826355833	0.96890178852883	0.978062358370739	0.00916056984190905
chr1:17451993:17452393:clu_1109_NA	-0.17917826355833	0.0310982114711699	0.0219376416292608	-0.0091605698419091
chr1:17453019:17453099:clu_1110_NA	0.0861457615442701	0.0450877978186041	0.0531151030392128	0.00802730522060863
chr1:17453019:17453116:clu_1110_NA	-0.0861457615442701	0.954912202181396	0.946884896960787	-0.00802730522060868
chr1:17462224:17462309:clu_1111_NA	-0.438721237829837	0.806366117481774	0.63393284622736	-0.172433271254414
chr1:17462227:17462309:clu_1111_NA	0.438721237829837	0.193633882518226	0.36606715377264	0.172433271254414
chr1:17562397:17562565:clu_1112_NA	-0.0184263806945148	0.329308951461009	0.321221272662457	-0.00808767879855221
chr1:17562397:17562570:clu_1112_NA	0.0184263806945148	0.670691048538991	0.678778727337543	0.00808767879855221
chr1:17717316:17717421:clu_1113_NA	0.0503517628783262	0.158570631384472	0.172473371275837	0.0139027398913655
chr1:17717320:17717421:clu_1113_NA	-0.0503517628783262	0.841429368615528	0.827526628724163	-0.0139027398913654
chr1:17798584:17799518:clu_1114_NA	0.000566914127358417	0.881104446554139	0.88767627115514	0.00657182460100092
chr1:17798584:17799521:clu_1114_NA	-0.245659823962224	0.0814490731612025	0.0641473102568886	-0.0173017629043139
chr1:17799415:17799518:clu_1114_NA	0.245092909834866	0.0374464802846585	0.0481764185879715	0.010729938303313
chr1:17890643:17890735:clu_1115_NA	-0.124511595172376	0.469835686370084	0.408582790222624	-0.0612528961474598
chr1:17890649:17890735:clu_1115_NA	0.124511595172376	0.530164313629916	0.591417209777376	0.0612528961474599
chr1:17903887:17903957:clu_1116_NA	-1.22744518362509	0.986204047547241	0.859916625757473	-0.126287421789768
chr1:17903887:17903984:clu_1116_NA	1.22744518362509	0.0137959524527588	0.140083374242527	0.126287421789768
chr1:17905432:17905630:clu_1117_NA	-0.26107007683849	0.891480543182314	0.829743992002122	-0.0617365511801923
chr1:17905437:17905630:clu_1117_NA	0.26107007683849	0.108519456817686	0.170256007997878	0.0617365511801923
chr1:17941378:17941449:clu_1119_NA	-0.012110063058189	0.978038472940985	0.977512175741257	-0.000526297199728298
chr1:17941378:17941456:clu_1119_NA	0.0121100630581889	0.021961527059015	0.0224878242587433	0.000526297199728305
chr1:17946338:17946568:clu_1120_NA	0.0374071978617057	0.0789606471307215	0.0845758474953728	0.0056152003646513
chr1:17946338:17946573:clu_1120_NA	-0.0374071978617057	0.921039352869279	0.915424152504627	-0.00561520036465124
chr1:18060963:18061243:clu_1122_NA	0.152938398139609	0.0303777892883012	0.0408038950193827	0.0104261057310815
chr1:18060978:18061243:clu_1122_NA	-0.152938398139609	0.969622210711699	0.959196104980617	-0.0104261057310814
chr1:18100627:18100716:clu_1123_NA	0.143134572227097	0.994650799445982	0.995977070006935	0.00132627056095314
chr1:18100627:18100725:clu_1123_NA	-0.143134572227097	0.00534920055401776	0.00402292999306462	-0.00132627056095314
chr1:18185655:18185825:clu_1124_NA	-0.478389505344997	0.457567208262413	0.244730058071963	-0.21283715019045
chr1:18185734:18185825:clu_1124_NA	0.478389505344997	0.542432791737587	0.755269941928037	0.21283715019045
chr1:18253848:18254042:clu_1125_NA	0.34972763263968	0.209850696087264	0.348334005301193	0.138483309213929
chr1:18253869:18254042:clu_1125_NA	-0.34972763263968	0.790149303912736	0.651665994698807	-0.138483309213929
chr1:18266241:18266332:clu_1127_NA	0.317103011277147	0.246563879703221	0.38158712726488	0.135023247561659
chr1:18266245:18266332:clu_1127_NA	-0.317103011277147	0.753436120296779	0.61841287273512	-0.135023247561659
chr1:18315622:18316034:clu_1128_NA	0.44995431932161	0.0534083479911846	0.12185369646292	0.0684453484717354
chr1:18315622:18316309:clu_1128_NA	-0.44995431932161	0.946591652008815	0.87814630353708	-0.0684453484717354
chr1:18355489:18355747:clu_1130_NA	-0.388939129097917	0.193712037602522	0.0849670742654785	-0.108744963337044
chr1:18355489:18355880:clu_1130_NA	0.777916885592345	0.578628971575462	0.815179703165339	0.236550731589877
chr1:18355796:18355880:clu_1130_NA	-0.388977756494429	0.227658990822016	0.0998532225691825	-0.127805768252833
chr1:18367826:18368344:clu_1131_NA	0.0525205067639777	0.796574947365061	0.81306720304333	0.0164922556782692
chr1:18367829:18368344:clu_1131_NA	-0.0525205067639777	0.203425052634939	0.18693279695667	-0.0164922556782692
chr1:18403455:18403560:clu_1134_NA	-0.240048663832161	0.699687023250529	0.590422105667286	-0.109264917583243
chr1:18403492:18403560:clu_1134_NA	0.240048663832161	0.300312976749471	0.409577894332714	0.109264917583243
chr1:18404463:18404548:clu_1135_NA	-0.21736449583724	0.106927520236981	0.0719412310139743	-0.0349862892230068
chr1:18404478:18404548:clu_1135_NA	0.21736449583724	0.893072479763019	0.928058768986026	0.0349862892230068
chr1:18496750:18497084:clu_1136_NA	0.357788808350607	0.207409640989839	0.348637613978552	0.141227972988714
chr1:18496750:18497129:clu_1136_NA	-0.357788808350607	0.792590359010161	0.651362386021448	-0.141227972988713
chr1:18505052:18505136:clu_1137_NA	0.0652960781196541	0.306146485224401	0.334566062104011	0.0284195768796102
chr1:18505052:18505147:clu_1137_NA	-0.0652960781196541	0.693853514775599	0.665433937895989	-0.0284195768796103
chr1:18564985:18565069:clu_1140_NA	-0.0835496880095819	0.926915104876096	0.914756098400358	-0.0121590064757385
chr1:18564985:18565072:clu_1140_NA	0.0835496880095819	0.0730848951239039	0.0852439015996426	0.0121590064757387
chr1:18574758:18575740:clu_1141_NA	0.359067116841911	0.0880455624721662	0.13010306275639	0.0420575002842239
chr1:18574758:18575748:clu_1141_NA	-0.207840945028008	0.301860065385797	0.253035040569857	-0.0488250248159394
chr1:18574758:18576670:clu_1141_NA	-0.313243818446912	0.268897702710751	0.202855230748354	-0.0660424719623978
