ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
16	"AT3G20970"	"NIFU4"	chr3	+	7349519	7349627	7349519	7349623	7349732	7349838	16	0,0,1	0,0,0	1,1,1	0,1,0	152	149	1	1.0	NA,NA,1.0	1.0,0.495,1.0	0.168
17	"AT1G78510"	"SPS1"	chr1	-	29536972	29537417	29536976	29537417	29536697	29536822	17	0,0,0	91,66,56	0,1,1	56,153,68	152	149	1	1.0	0.0,0.0,0.0	0.0,0.006,0.014	-0.007
19	"AT1G07890"	"APX1"	chr1	+	2437677	2437833	2437677	2437741	2437992	2438123	19	21,9,9	3,0,1	22,31,23	0,1,0	240	149	0.212508598538	0.643703371153	0.813,1.0,0.848	1.0,0.951,1.0	-0.097
21	"AT1G32190"	"AT1G32190"	chr1	-	11594627	11594664	11594632	11594664	11594171	11594408	21	12,21,9	0,0,0	19,35,8	0,2,1	153	149	0.717625525088	1.0	1.0,1.0,1.0	1.0,0.945,0.886	0.056
27	"AT1G67500"	"REV3"	chr1	-	25294487	25294841	25294657	25294841	25292788	25294409	27	8,8,2	0,2,0	2,7,2	0,0,0	298	149	1	1.0	1.0,0.667,1.0	1.0,1.0,1.0	-0.111
28	"AT3G04910"	"WNK1"	chr3	+	1355239	1355277	1355239	1355275	1355717	1355945	28	175,199,134	19,21,16	69,167,67	2,4,0	150	149	1.04334158202e-07	2.47082256469e-06	0.901,0.904,0.893	0.972,0.976,1.0	-0.083
29	"AT5G57290"	"RPP3B"	chr5	-	23207637	23207926	23207640	23207926	23206801	23207213	29	877,1177,1002	22,33,19	1533,1809,916	34,37,16	151	149	0.381093399701	1.0	0.975,0.972,0.981	0.978,0.98,0.983	-0.004
30	"AT2G47690"	"AT2G47690"	chr2	+	19551262	19551521	19551262	19551517	19551950	19552358	30	0,0,1	370,435,433	6,11,0	610,715,409	152	149	1	1.0	0.0,0.0,0.002	0.01,0.015,0.0	-0.008
33	"AT3G10300"	"CML49"	chr3	+	3186313	3187099	3186313	3187096	3187399	3187446	33	0,0,0	115,87,84	1,0,0	79,112,53	151	149	1	1.0	0.0,0.0,0.0	0.012,0.0,0.0	-0.004
35	"AT1G59750"	"ARF1"	chr1	+	21979383	21979619	21979383	21979423	21980383	21980450	35	118,112,77	10,10,3	23,60,23	1,4,3	298	149	0.64269447432	1.0	0.855,0.848,0.928	0.92,0.882,0.793	0.012
36	"AT1G59750"	"ARF1"	chr1	+	21982823	21982995	21982823	21982989	21983071	21983541	36	118,221,120	2,1,0	105,134,70	0,1,3	154	149	1	1.0	0.983,0.995,1.0	1.0,0.992,0.958	0.009
37	"AT1G59750"	"ARF1"	chr1	+	21982823	21982995	21982823	21982989	21983080	21983541	37	51,64,38	52,45,44	24,44,22	17,40,17	154	149	0.563534158436	1.0	0.487,0.579,0.455	0.577,0.516,0.556	-0.043
38	"AT4G33630"	"EX1"	chr4	+	16159001	16159197	16159001	16159147	16159273	16159577	38	41,36,51	0,1,1	78,113,46	2,2,0	198	149	0.684838787057	1.0	1.0,0.964,0.975	0.967,0.977,1.0	-0.002
39	"AT3G03890"	"AT3G03890"	chr3	-	999820	999905	999840	999905	999466	999718	39	7,4,2	183,200,251	4,5,4	319,496,218	168	149	0.373793898517	1.0	0.033,0.017,0.007	0.011,0.009,0.016	0.007
43	"AT5G42870"	"PAH2"	chr5	-	17187281	17187811	17187296	17187811	17187127	17187201	43	56,85,46	16,12,12	44,52,40	10,7,7	163	149	0.44099498894	1.0	0.762,0.866,0.778	0.801,0.872,0.839	-0.035
44	"AT5G54750"	"AT5G54750"	chr5	+	22242403	22242540	22242403	22242501	22242750	22242850	44	1,2,2	124,152,83	0,0,0	122,219,95	187	149	1	1.0	0.006,0.01,0.019	0.0,0.0,0.0	0.012
45	"AT1G18270"	"AT1G18270"	chr1	-	6286737	6286917	6286797	6286917	6286590	6286659	45	0,0,0	39,53,40	1,0,0	26,54,41	208	149	1	1.0	0.0,0.0,0.0	0.027,0.0,0.0	-0.009
46	"AT5G46290"	"KAS1"	chr5	-	18774726	18774876	18774774	18774876	18774588	18774655	46	1,3,2	463,567,480	0,1,0	609,998,495	196	149	1	1.0	0.002,0.004,0.003	0.0,0.001,0.0	0.003
47	"AT5G44750"	"REV1"	chr5	+	18056513	18056585	18056513	18056573	18056667	18056754	47	6,8,3	0,2,0	4,8,3	7,12,3	160	149	4.58322352292e-07	9.18407482862e-06	1.0,0.788,1.0	0.347,0.383,0.482	0.525
51	"AT5G18630"	"AT5G18630"	chr5	+	6202961	6203037	6202961	6203034	6203415	6203495	51	55,45,41	47,44,29	16,54,19	14,42,31	151	149	0.479188771965	1.0	0.536,0.502,0.582	0.53,0.559,0.377	0.051
54	"AT4G26510"	"UKL4"	chr4	+	13384061	13384164	13384061	13384106	13384489	13384659	54	5,1,0	16,9,10	0,0,0	7,13,7	206	149	0.0191435595394	0.097782299216	0.184,0.074,0.0	0.0,0.0,0.0	0.086
56	"AT5G49970"	"PPOX1"	chr5	+	20332398	20332486	20332398	20332469	20332560	20332656	56	4,0,2	291,390,329	4,1,0	409,612,345	165	149	1	1.0	0.012,0.0,0.005	0.009,0.001,0.0	0.002
62	"AT4G00660"	"RH8"	chr4	+	277359	277487	277359	277444	277838	278737	62	163,182,193	1,9,1	251,412,217	23,13,6	191	149	0.00265112536387	0.0203122987438	0.992,0.94,0.993	0.895,0.961,0.966	0.034
63	"AT4G17830"	"AT4G17830"	chr4	+	9916456	9916716	9916456	9916701	9916792	9916901	63	1,0,0	69,126,60	0,1,0	94,109,65	163	149	1	1.0	0.013,0.0,0.0	0.0,0.008,0.0	0.002
65	"AT2G11000"	"ATMAK10"	chr2	-	4345755	4345841	4345760	4345841	4344896	4345169	65	43,35,39	6,15,9	11,27,15	3,7,3	153	149	0.876287697171	1.0	0.875,0.694,0.808	0.781,0.79,0.83	-0.008
71	"AT3G54440"	"AT3G54440"	chr3	-	20148811	20149486	20148814	20149486	20148335	20148664	71	1,0,0	218,338,260	0,0,4	258,366,181	151	149	1	1.0	0.005,0.0,0.0	0.0,0.0,0.021	-0.005
73	"AT1G51690"	"PP2AB1"	chr1	+	19167361	19167568	19167361	19167565	19167960	19168052	73	68,74,44	19,27,34	43,100,47	20,35,16	151	149	0.593250295591	1.0	0.779,0.73,0.561	0.68,0.738,0.743	-0.03
74	"AT4G09980"	"EMB1691"	chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	74	1,2,1	34,46,75	8,3,1	58,84,37	159	149	0.0256867100383	0.123318176852	0.027,0.039,0.012	0.114,0.032,0.025	-0.031
75	"AT3G49010"	"RPL13B"	chr3	-	18167290	18167449	18167296	18167449	18166768	18167192	75	1697,2015,1684	1,0,2	2592,2919,1527	7,7,0	154	149	1	1.0	0.999,1.0,0.999	0.997,0.998,1.0	0.001
76	"AT1G29120"	"AT1G29120"	chr1	+	10177613	10177784	10177613	10177782	10177860	10177958	76	0,0,0	161,184,199	1,0,0	181,279,143	150	149	1	1.0	0.0,0.0,0.0	0.005,0.0,0.0	-0.002
78	"AT1G11170"	"AT1G11170"	chr1	+	3743579	3743667	3743579	3743633	3743793	3743886	78	0,4,1	21,34,25	0,2,0	12,16,13	182	149	0.290000158328	0.834751836955	0.0,0.088,0.032	0.0,0.093,0.0	0.009
79	"AT3G43740"	"AT3G43740"	chr3	+	15644587	15644893	15644587	15644659	15645035	15645107	79	183,209,218	1,2,4	179,222,100	0,0,0	298	149	0.900274653268	1.0	0.989,0.981,0.965	1.0,1.0,1.0	-0.022
81	"AT2G39470"	"PNSL1"	chr2	+	16476476	16476558	16476476	16476534	16476643	16476748	81	857,953,817	97,125,85	767,1471,839	131,311,142	172	149	2.67992930416e-05	0.000340547114016	0.884,0.868,0.893	0.835,0.804,0.837	0.056
82	"AT4G35030"	"AT4G35030"	chr4	+	16676954	16677123	16676954	16677118	16677197	16677428	82	0,0,0	23,15,29	0,4,4	20,56,21	153	149	0.00557907844918	0.0354475594149	0.0,0.0,0.0	0.0,0.065,0.156	-0.074
84	"AT4G17570"	"GATA26"	chr4	-	9785983	9786364	9785995	9786364	9785503	9785903	84	18,24,13	21,27,17	12,20,12	19,57,32	160	149	0.00975583631331	0.0577589854458	0.444,0.453,0.416	0.37,0.246,0.259	0.146
85	"AT2G01070"	"AT2G01070"	chr2	+	77144	77400	77144	77281	77474	77865	85	3,0,1	95,120,148	1,0,4	96,186,92	267	149	1	1.0	0.017,0.0,0.004	0.006,0.0,0.024	-0.003
86	"AT1G32410"	"AT1G32410"	chr1	+	11693831	11693925	11693831	11693921	11694367	11694496	86	23,30,28	6,3,8	23,41,6	2,9,2	152	149	0.671987764864	1.0	0.79,0.907,0.774	0.919,0.817,0.746	-0.004
87	"AT1G15110"	"PSS1"	chr1	+	5201592	5201685	5201592	5201681	5201780	5202175	87	1,0,2	114,123,132	0,3,1	77,123,70	152	149	1	1.0	0.009,0.0,0.015	0.0,0.023,0.014	-0.004
88	"AT5G09230"	"SRT2"	chr5	+	2872304	2872361	2872304	2872350	2872459	2872620	88	20,27,22	37,34,18	22,29,25	32,56,37	159	149	0.337441920264	0.940145670896	0.336,0.427,0.534	0.392,0.327,0.388	0.063
93	"AT1G45230"	"AT1G45230"	chr1	-	17170336	17170455	17170340	17170455	17169538	17170046	93	2,8,9	0,0,0	7,7,1	2,0,0	152	149	1	1.0	1.0,1.0,1.0	0.774,1.0,1.0	0.075
95	"AT4G24550"	"AP4M"	chr4	+	12678334	12678426	12678334	12678422	12678509	12678570	95	1,0,0	192,289,242	0,1,0	248,370,214	152	149	1	1.0	0.005,0.0,0.0	0.0,0.003,0.0	0.001
96	"AT4G19960"	"POT9"	chr4	+	10815415	10815718	10815415	10815670	10815836	10816359	96	0,0,2	69,58,61	0,0,0	11,80,18	196	149	1	1.0	0.0,0.0,0.024	0.0,0.0,0.0	0.008
99	"AT1G06570"	"PDS1"	chr1	-	2012296	2013545	2012303	2013545	2011884	2012189	99	176,106,142	0,0,0	167,407,193	0,0,6	155	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.969	0.01
100	"AT1G01060"	"LHY"	chr1	-	37372	37780	37568	37780	37022	37203	100	98,56,52	0,3,0	45,219,68	1,3,4	298	149	0.0934808501528	0.358114139188	1.0,0.903,1.0	0.957,0.973,0.895	0.026
103	"AT4G26700"	"FIM1"	chr4	+	13466807	13466928	13466807	13466904	13466998	13467090	103	9,32,18	164,181,214	26,24,16	156,262,136	172	149	0.518203335996	1.0	0.045,0.133,0.068	0.126,0.074,0.092	-0.015
105	"AT1G67280"	"AT1G67280"	chr1	-	25190432	25190694	25190544	25190694	25190087	25190283	105	560,479,332	0,1,0	299,698,293	0,0,0	260	149	1	1.0	1.0,0.996,1.0	1.0,1.0,1.0	-0.001
106	"AT5G27290"	"AT5G27290"	chr5	-	9618868	9618964	9618908	9618964	9618391	9618790	106	275,330,340	0,2,0	415,643,300	2,2,1	188	149	1	1.0	1.0,0.992,1.0	0.994,0.996,0.996	0.002
107	"AT1G50200"	"ALATS"	chr1	-	18592129	18592243	18592153	18592243	18591862	18592045	107	0,1,0	451,648,516	0,0,0	541,879,441	172	149	1	1.0	0.0,0.001,0.0	0.0,0.0,0.0	0.0
108	"AT2G28800"	"ALB3"	chr2	-	12357448	12357556	12357452	12357556	12356994	12357144	108	7,5,5	1019,1082,1040	1,9,5	827,1771,939	152	149	1	1.0	0.007,0.005,0.005	0.001,0.005,0.005	0.002
111	"AT1G76050"	"AT1G76050"	chr1	+	28541812	28542034	28541812	28542015	28542153	28542232	111	2,4,2	26,34,26	0,0,0	35,86,34	167	149	0.00388156302842	0.0272145901728	0.064,0.095,0.064	0.0,0.0,0.0	0.074
113	"AT2G46270"	"GBF3"	chr2	+	19002054	19002230	19002054	19002161	19002321	19002399	113	97,88,79	26,31,25	40,65,41	18,55,27	217	149	0.000677187254896	0.00750669276172	0.719,0.661,0.685	0.604,0.448,0.51	0.168
114	"AT4G38510"	"VHA-B2"	chr4	-	18014883	18014975	18014902	18014975	18014734	18014796	114	0,0,0	9,12,7	0,2,3	48,95,38	167	149	0.497189386048	1.0	0.0,0.0,0.0	0.0,0.018,0.066	-0.028
115	"AT4G38510"	"VHA-B2"	chr4	-	18014883	18014975	18014959	18014975	18014734	18014796	115	0,0,0	47,44,36	4,5,3	9,35,4	224	149	9.44550876514e-07	1.64037002221e-05	0.0,0.0,0.0	0.228,0.087,0.333	-0.216
116	"AT4G38510"	"VHA-B2"	chr4	-	18014902	18014975	18014959	18014975	18014734	18014796	116	9,12,7	47,44,36	52,98,38	9,35,4	205	149	0	0.0	0.122,0.165,0.124	0.808,0.671,0.873	-0.647
118	"AT2G38185"	"AT2G38185"	chr2	+	16001638	16001739	16001638	16001721	16001803	16001950	118	0,0,0	14,38,27	0,3,0	19,29,23	166	149	0.816246716707	1.0	0.0,0.0,0.0	0.0,0.085,0.0	-0.028
122	"AT5G63960"	"POLD1"	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540	122	0,2,0	13,10,15	0,0,0	4,13,12	199	149	1	1.0	0.0,0.13,0.0	0.0,0.0,0.0	0.043
123	"AT3G10770"	"AT3G10770"	chr3	-	3372900	3373555	3372924	3373555	3372572	3372812	123	255,288,216	47,49,50	254,441,216	19,15,9	172	149	2.55351295664e-14	1.90054321487e-12	0.825,0.836,0.789	0.921,0.962,0.954	-0.129
126	"AT3G07300"	"AT3G07300"	chr3	-	2326718	2327012	2326724	2327012	2326090	2326220	126	18,17,7	48,63,42	9,18,11	30,48,21	154	149	0.244951073845	0.72511084928	0.266,0.207,0.139	0.225,0.266,0.336	-0.072
127	"AT5G13220"	"TIFY9"	chr5	+	4219466	4219684	4219466	4219629	4219934	4219992	127	5,16,10	1,2,0	11,44,22	1,2,1	203	149	0.860786536064	1.0	0.786,0.854,1.0	0.89,0.942,0.942	-0.045
128	"AT4G24230"	"ACBP3"	chr4	-	12567237	12567362	12567250	12567362	12566630	12567138	128	2,0,0	85,63,75	6,9,5	37,88,48	161	149	7.51055317161e-07	1.34930972497e-05	0.021,0.0,0.0	0.13,0.086,0.088	-0.094
129	"AT4G24230"	"ACBP3"	chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	129	2,0,0	2,11,19	2,4,1	0,6,4	161	149	0.00194174700432	0.0173445824474	0.481,0.0,0.0	1.0,0.382,0.188	-0.363
130	"AT5G32440"	"AT5G32440"	chr5	+	12077471	12077634	12077471	12077631	12077745	12077933	130	2,0,0	154,193,180	2,0,0	174,299,110	151	149	1	1.0	0.013,0.0,0.0	0.011,0.0,0.0	0.001
131	"AT3G01310"	"AT3G01310"	chr3	-	101513	101660	101531	101660	101296	101356	131	29,20,4	65,99,29	9,7,2	24,38,22	166	149	0.376557189718	1.0	0.286,0.153,0.11	0.252,0.142,0.075	0.027
133	"AT4G35790"	"PLDDELTA"	chr4	-	16958623	16958773	16958656	16958773	16958151	16958346	133	1,1,0	132,122,60	0,3,0	64,144,75	181	149	1	1.0	0.006,0.007,0.0	0.0,0.017,0.0	-0.001
134	"AT5G09890"	"AT5G09890"	chr5	-	3086140	3086222	3086143	3086222	3085951	3086008	134	6,6,2	141,176,172	0,5,6	174,247,122	151	149	0.389094246043	1.0	0.04,0.033,0.011	0.0,0.02,0.046	0.006
135	"AT2G41430"	"ERD15"	chr2	+	17269231	17269490	17269231	17269402	17269719	17270075	135	4,4,6	1498,1800,1266	0,5,1	896,1192,665	236	149	1	1.0	0.002,0.001,0.003	0.0,0.003,0.001	0.001
136	"AT2G41430"	"ERD15"	chr2	+	17269231	17269509	17269231	17269402	17269719	17270075	136	5,4,4	1498,1800,1266	0,5,0	896,1192,665	255	149	1	1.0	0.002,0.001,0.002	0.0,0.002,0.0	0.001
137	"AT2G41430"	"ERD15"	chr2	+	17269231	17269509	17269231	17269490	17269719	17270075	137	1,0,2	0,0,4	0,3,0	0,3,1	167	149	1	1.0	1.0,NA,0.308	NA,0.472,0.0	0.418
138	"AT1G17110"	"UBP15"	chr1	-	5848199	5848339	5848211	5848339	5848030	5848119	138	48,44,16	35,32,35	17,26,15	17,52,19	160	149	0.2725551859	0.793843549123	0.561,0.561,0.299	0.482,0.318,0.424	0.066
139	"AT3G14010"	"CID4"	chr3	+	4638722	4638938	4638722	4638932	4639006	4639107	139	102,116,77	9,9,2	63,113,39	19,31,20	154	149	2.16773676787e-09	8.06707754329e-08	0.916,0.926,0.974	0.762,0.779,0.654	0.207
140	"AT1G67140"	"SWEETIE"	chr1	-	25102561	25102699	25102564	25102699	25102274	25102439	140	6,6,9	57,113,75	2,6,0	95,138,46	151	149	0.00280278077068	0.0211630258192	0.094,0.05,0.106	0.02,0.041,0.0	0.063
141	"AT3G57050"	"CBL"	chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	141	159,174,143	52,62,46	106,168,114	16,17,17	193	149	1.89006481244e-07	4.15770265703e-06	0.702,0.684,0.706	0.836,0.884,0.838	-0.155
142	"AT2G40640"	"PUB63"	chr2	-	16961871	16961960	16961881	16961960	16961682	16961778	142	22,25,29	1,2,7	56,48,27	1,7,4	158	149	0.607432977568	1.0	0.954,0.922,0.796	0.981,0.866,0.864	-0.013
143	"AT5G48160"	"OBE2"	chr5	-	19530154	19530316	19530216	19530316	19528724	19529838	143	7,0,4	65,67,37	0,8,0	55,67,30	210	149	0.633633388459	1.0	0.071,0.0,0.071	0.0,0.078,0.0	0.021
146	"AT5G24810"	"AT5G24810"	chr5	-	8521820	8522141	8521913	8522141	8521645	8521732	146	0,1,0	57,85,45	0,0,0	23,69,35	241	149	1	1.0	0.0,0.007,0.0	0.0,0.0,0.0	0.002
147	"AT1G79870"	"HPR2"	chr1	+	30044745	30045216	30044745	30045193	30045332	30046027	147	94,114,86	14,16,1	137,258,114	5,11,2	171	149	0.000798368630531	0.0084887766634	0.854,0.861,0.987	0.96,0.953,0.98	-0.064
148	"AT1G79870"	"HPR2"	chr1	+	30044745	30045216	30044745	30045193	30045366	30046027	148	1,2,4	1,0,0	3,7,1	0,6,0	171	149	0.022031132585	0.110367500738	0.466,1.0,1.0	1.0,0.504,1.0	-0.013
149	"AT1G08450"	"CRT3"	chr1	-	2669373	2669460	2669390	2669460	2669225	2669283	149	172,251,266	0,0,1	193,386,161	0,0,0	165	149	1	1.0	1.0,1.0,0.996	1.0,1.0,1.0	-0.001
152	"AT4G17620"	"AT4G17620"	chr4	+	9824425	9824514	9824425	9824510	9824575	9824639	152	4,2,3	81,99,105	8,6,0	162,151,86	152	149	0.74792456868	1.0	0.046,0.019,0.027	0.046,0.037,0.0	0.003
153	"AT4G17620"	"AT4G17620"	chr4	+	9824425	9824514	9824425	9824510	9824579	9824639	153	2,2,3	0,0,0	8,6,0	0,0,2	152	149	0.314176157446	0.894457803439	1.0,1.0,1.0	1.0,1.0,0.0	0.333
154	"AT5G07790"	"AT5G07790"	chr5	+	2483310	2483638	2483310	2483340	2484052	2484300	154	8,2,1	0,2,4	5,7,10	0,2,0	298	149	0.000869771461376	0.00863076740924	1.0,0.333,0.111	1.0,0.636,1.0	-0.397
155	"AT5G49215"	"AT5G49215"	chr5	+	19953486	19953681	19953486	19953675	19953907	19954231	155	6,3,6	0,0,2	9,6,5	0,0,0	154	149	1	1.0	1.0,1.0,0.744	1.0,1.0,1.0	-0.085
157	"AT3G55630"	"FPGS3"	chr3	+	20637574	20637658	20637574	20637592	20637739	20637796	157	321,499,439	15,25,19	362,769,362	13,30,20	214	149	0.644881899152	1.0	0.937,0.933,0.941	0.951,0.947,0.926	-0.004
158	"AT3G55630"	"FPGS3"	chr3	+	20637739	20637796	20637739	20637793	20637873	20637934	158	279,408,309	0,2,0	316,548,283	4,7,2	151	149	1	1.0	1.0,0.995,1.0	0.987,0.987,0.993	0.009
159	"AT1G21350"	"AT1G21350"	chr1	-	7477331	7477418	7477335	7477418	7476944	7477126	159	3,6,3	324,340,360	6,10,8	593,871,400	152	149	0.716042166843	1.0	0.009,0.017,0.008	0.01,0.011,0.019	-0.002
161	"AT1G20020"	"LFNR2"	chr1	+	6943227	6943486	6943227	6943483	6943584	6943715	161	21,37,27	0,0,0	8,13,7	0,0,7	151	149	0.00819465640895	0.0490737470007	1.0,1.0,1.0	1.0,1.0,0.497	0.168
162	"AT1G20020"	"LFNR2"	chr1	+	6943581	6943715	6943581	6943658	6943790	6943869	162	5335,6605,4600	0,4,4	3131,4967,2508	0,0,1	205	149	1	1.0	1.0,0.999,0.999	1.0,1.0,0.999	-0.0
163	"AT1G20020"	"LFNR2"	chr1	+	6943581	6943715	6943581	6943658	6943954	6944046	163	1755,2250,1618	0,0,2	960,1631,874	0,0,0	205	149	1	1.0	1.0,1.0,0.998	1.0,1.0,1.0	-0.001
164	"AT1G23950"	"AT1G23950"	chr1	-	8470683	8470897	8470698	8470897	8470351	8470512	164	2,6,3	0,1,0	3,1,1	0,0,0	163	149	1	1.0	1.0,0.846,1.0	1.0,1.0,1.0	-0.051
165	"AT1G23950"	"AT1G23950"	chr1	-	8470683	8470897	8470698	8470897	8470351	8470602	165	58,53,40	12,13,11	43,73,23	7,5,2	163	149	0.00519275293707	0.0338178035027	0.815,0.788,0.769	0.849,0.93,0.913	-0.107
166	"AT5G48340"	"AT5G48340"	chr5	+	19591207	19592322	19591207	19592320	19592412	19592526	166	29,52,32	0,2,0	71,93,48	0,5,0	150	149	0.594215149876	1.0	1.0,0.963,1.0	1.0,0.949,1.0	0.005
169	"AT3G52180"	"DSP4"	chr3	-	19350286	19350708	19350612	19350708	19350104	19350212	169	402,720,606	0,1,0	339,436,290	0,0,0	298	149	1	1.0	1.0,0.997,1.0	1.0,1.0,1.0	-0.001
172	"AT1G07745"	"RAD51D"	chr1	-	2402378	2402873	2402754	2402873	2402080	2402278	172	28,40,36	0,1,0	13,36,15	0,0,0	298	149	1	1.0	1.0,0.952,1.0	1.0,1.0,1.0	-0.016
173	"AT2G32700"	"LUH"	chr2	+	13868274	13868443	13868274	13868386	13868631	13868681	173	13,9,11	476,592,370	1,3,0	67,144,72	205	149	0.131259034854	0.452887133503	0.019,0.011,0.021	0.011,0.015,0.0	0.008
174	"AT4G27800"	"PPH1"	chr4	-	13852251	13852415	13852382	13852415	13851869	13852133	174	1084,1451,1384	30,11,26	1475,1806,950	3,4,3	279	149	1.71496306045e-09	6.87304426534e-08	0.951,0.986,0.966	0.996,0.996,0.994	-0.028
175	"AT4G27800"	"PPH1"	chr4	-	13852505	13852564	13852509	13852564	13852382	13852415	175	1,2,0	980,1352,1342	2,0,0	1271,1734,990	152	149	1	1.0	0.001,0.001,0.0	0.002,0.0,0.0	0.0
176	"AT2G45500"	"AT2G45500"	chr2	-	18752149	18752241	18752161	18752241	18752007	18752030	176	5,12,19	9,17,9	11,8,4	5,9,5	160	149	0.682594722758	1.0	0.341,0.397,0.663	0.672,0.453,0.427	-0.05
178	"AT1G55500"	"ECT4"	chr1	+	20722145	20722308	20722145	20722292	20722393	20722739	178	9,11,17	135,185,158	14,18,14	227,230,119	164	149	0.842583686221	1.0	0.057,0.051,0.089	0.053,0.066,0.097	-0.006
180	"AT4G30310"	"AT4G30310"	chr4	+	14834586	14834659	14834586	14834655	14834753	14834881	180	468,612,540	2,3,1	480,544,268	1,5,0	152	149	1	1.0	0.996,0.995,0.998	0.998,0.991,1.0	0.0
181	"AT1G08600"	"ATRX"	chr1	+	2723823	2723957	2723823	2723938	2724074	2724133	181	2,3,4	20,35,14	1,3,2	7,23,8	167	149	0.574246890672	1.0	0.082,0.071,0.203	0.113,0.104,0.182	-0.014
182	"AT1G16560"	"AT1G16560"	chr1	+	5669159	5669413	5669159	5669409	5669492	5669689	182	0,0,0	123,146,101	0,1,0	96,219,78	152	149	1	1.0	0.0,0.0,0.0	0.0,0.004,0.0	-0.001
183	"AT3G07565"	"AT3G07565"	chr3	+	2415271	2415381	2415271	2415354	2415552	2415614	183	2,3,3	58,82,65	6,13,2	79,104,74	175	149	0.03675992234	0.167999294203	0.029,0.03,0.038	0.061,0.096,0.022	-0.027
184	"AT5G16800"	"AT5G16800"	chr5	-	5524810	5525039	5524835	5525039	5524313	5524701	184	32,73,54	6,0,0	66,85,31	0,0,0	173	149	0.195101912491	0.597929978869	0.821,1.0,1.0	1.0,1.0,1.0	-0.06
185	"AT3G63480"	"AT3G63480"	chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	185	2,0,0	4,7,3	0,0,1	2,6,4	160	149	1	1.0	0.318,0.0,0.0	0.0,0.0,0.189	0.043
186	"AT5G26000"	"TGG1"	chr5	-	9080008	9080115	9080012	9080115	9079504	9079932	186	82,65,72	0,1,0	105,163,78	0,0,0	152	149	1	1.0	1.0,0.985,1.0	1.0,1.0,1.0	-0.005
189	"AT4G21910"	"AT4G21910"	chr4	-	11625968	11626075	11625988	11626075	11625821	11625883	189	4,16,2	448,719,689	5,18,2	645,822,399	168	149	0.822011157199	1.0	0.008,0.019,0.003	0.007,0.019,0.004	0.0
