ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
30	"AT2G47690"	"AT2G47690"	chr2	+	19551262	19551521	19551262	19551517	19551950	19552358
31	"AT1G72830"	"NFYA3"	chr1	-	27406169	27406343	27406172	27406343	27405460	27406085
32	"AT5G47430"	"AT5G47430"	chr5	-	19239357	19239434	19239366	19239434	19239146	19239203
33	"AT3G10300"	"CML49"	chr3	+	3186313	3187099	3186313	3187096	3187399	3187446
34	"AT3G10300"	"CML49"	chr3	+	3187558	3187844	3187558	3187746	3187966	3188205
35	"AT1G59750"	"ARF1"	chr1	+	21979383	21979619	21979383	21979423	21980383	21980450
36	"AT1G59750"	"ARF1"	chr1	+	21982823	21982995	21982823	21982989	21983071	21983541
37	"AT1G59750"	"ARF1"	chr1	+	21982823	21982995	21982823	21982989	21983080	21983541
38	"AT4G33630"	"EX1"	chr4	+	16159001	16159197	16159001	16159147	16159273	16159577
39	"AT3G03890"	"AT3G03890"	chr3	-	999820	999905	999840	999905	999466	999718
40	"AT1G63660"	"AT1G63660"	chr1	-	23604972	23605104	23604977	23605104	23604702	23604878
41	"AT1G24793"	"LPXC4"	chr1	+	8768771	8768836	8768771	8768832	8768902	8769047
42	"AT1G78620"	"AT1G78620"	chr1	-	29575308	29575794	29575335	29575794	29574727	29574981
43	"AT5G42870"	"PAH2"	chr5	-	17187281	17187811	17187296	17187811	17187127	17187201
44	"AT5G54750"	"AT5G54750"	chr5	+	22242403	22242540	22242403	22242501	22242750	22242850
45	"AT1G18270"	"AT1G18270"	chr1	-	6286737	6286917	6286797	6286917	6286590	6286659
46	"AT5G46290"	"KAS1"	chr5	-	18774726	18774876	18774774	18774876	18774588	18774655
47	"AT5G44750"	"REV1"	chr5	+	18056513	18056585	18056513	18056573	18056667	18056754
48	"AT1G03770"	"RING1B"	chr1	+	946893	947019	946893	947001	947122	947293
49	"AT1G34780"	"APRL4"	chr1	-	12749649	12749837	12749736	12749837	12749441	12749566
50	"AT1G30240"	"AT1G30240"	chr1	-	10642747	10642875	10642753	10642875	10642404	10642673
51	"AT5G18630"	"AT5G18630"	chr5	+	6202961	6203037	6202961	6203034	6203415	6203495
52	"AT1G33410"	"SAR1"	chr1	-	12110385	12110553	12110412	12110553	12109919	12110093
53	"AT1G33410"	"SAR1"	chr1	-	12117980	12118038	12117995	12118038	12117655	12117813
54	"AT4G26510"	"UKL4"	chr4	+	13384061	13384164	13384061	13384106	13384489	13384659
55	"AT4G35240"	"AT4G35240"	chr4	-	16766917	16767087	16766919	16767087	16762952	16764392
56	"AT5G49970"	"PPOX1"	chr5	+	20332398	20332486	20332398	20332469	20332560	20332656
57	"AT5G07260"	"AT5G07260"	chr5	+	2279058	2279218	2279058	2279203	2279317	2279685
58	"AT2G18850"	"AT2G18850"	chr2	+	8162889	8163062	8162889	8163041	8163154	8163255
59	"AT1G44940"	"AT1G44940"	chr1	+	16994154	16994185	16994154	16994170	16994473	16994495
60	"AT3G43220"	"SAC3"	chr3	-	15197791	15197965	15197903	15197965	15197363	15197478
61	"AT1G56100"	"AT1G56100"	chr1	-	20983757	20984058	20983761	20984058	20983279	20983668
62	"AT4G00660"	"RH8"	chr4	+	277359	277487	277359	277444	277838	278737
63	"AT4G17830"	"AT4G17830"	chr4	+	9916456	9916716	9916456	9916701	9916792	9916901
64	"AT3G13890"	"MYB26"	chr3	-	4577867	4578027	4577894	4578027	4577656	4577786
65	"AT2G11000"	"ATMAK10"	chr2	-	4345755	4345841	4345760	4345841	4344896	4345169
66	"AT2G32770"	"PAP13"	chr2	+	13897050	13897271	13897050	13897184	13897364	13897555
67	"AT1G13860"	"QUL1"	chr1	-	4745792	4746540	4745872	4746540	4745575	4745711
68	"AT1G35470"	"AT1G35470"	chr1	-	13052507	13052567	13052513	13052567	13052048	13052135
69	"AT2G03600"	"UPS3"	chr2	+	1097271	1097521	1097271	1097396	1097590	1097729
70	"AT2G03600"	"UPS3"	chr2	+	1098040	1098152	1098040	1098128	1098243	1098826
71	"AT3G54440"	"AT3G54440"	chr3	-	20148811	20149486	20148814	20149486	20148335	20148664
72	"AT5G64630"	"FAS2"	chr5	+	25833650	25833772	25833650	25833762	25833856	25833883
73	"AT1G51690"	"PP2AB1"	chr1	+	19167361	19167568	19167361	19167565	19167960	19168052
74	"AT4G09980"	"EMB1691"	chr4	-	6249104	6249224	6249115	6249224	6248510	6248662
75	"AT3G49010"	"RPL13B"	chr3	-	18167290	18167449	18167296	18167449	18166768	18167192
76	"AT1G29120"	"AT1G29120"	chr1	+	10177613	10177784	10177613	10177782	10177860	10177958
77	"AT5G26880"	"AGL26"	chr5	-	9457890	9458228	9458072	9458228	9457036	9457738
78	"AT1G11170"	"AT1G11170"	chr1	+	3743579	3743667	3743579	3743633	3743793	3743886
79	"AT3G43740"	"AT3G43740"	chr3	+	15644587	15644893	15644587	15644659	15645035	15645107
80	"AT2G24390"	"AT2G24390"	chr2	+	10374135	10374228	10374135	10374216	10374383	10374470
81	"AT2G39470"	"PNSL1"	chr2	+	16476476	16476558	16476476	16476534	16476643	16476748
82	"AT4G35030"	"AT4G35030"	chr4	+	16676954	16677123	16676954	16677118	16677197	16677428
83	"AT2G40130"	"AT2G40130"	chr2	+	16767411	16767608	16767411	16767604	16767722	16769268
84	"AT4G17570"	"GATA26"	chr4	-	9785983	9786364	9785995	9786364	9785503	9785903
85	"AT2G01070"	"AT2G01070"	chr2	+	77144	77400	77144	77281	77474	77865
86	"AT1G32410"	"AT1G32410"	chr1	+	11693831	11693925	11693831	11693921	11694367	11694496
87	"AT1G15110"	"PSS1"	chr1	+	5201592	5201685	5201592	5201681	5201780	5202175
88	"AT5G09230"	"SRT2"	chr5	+	2872304	2872361	2872304	2872350	2872459	2872620
89	"AT2G10608"	"AT2G10608"	chr2	-	4145979	4146239	4146026	4146239	4145497	4145894
90	"AT4G17140"	"AT4G17140"	chr4	-	9619153	9619292	9619193	9619292	9618978	9619055
91	"AT5G44740"	"POLH"	chr5	-	18051099	18051211	18051140	18051211	18050834	18051005
92	"AT2G45640"	"SAP18"	chr2	-	18800504	18800600	18800513	18800600	18800032	18800107
93	"AT1G45230"	"AT1G45230"	chr1	-	17170336	17170455	17170340	17170455	17169538	17170046
94	"AT5G07390"	"RBOHA"	chr5	-	2338618	2338736	2338622	2338736	2338420	2338528
95	"AT4G24550"	"AP4M"	chr4	+	12678334	12678426	12678334	12678422	12678509	12678570
96	"AT4G19960"	"POT9"	chr4	+	10815415	10815718	10815415	10815670	10815836	10816359
97	"AT4G28530"	"anac074"	chr4	-	14092332	14092598	14092443	14092598	14090488	14091300
98	"AT5G50565"	"AT5G50565"	chr5	+	20580255	20580565	20580255	20580443	20580855	20580958
99	"AT1G06570"	"PDS1"	chr1	-	2012296	2013545	2012303	2013545	2011884	2012189
100	"AT1G01060"	"LHY"	chr1	-	37372	37780	37568	37780	37022	37203
101	"AT1G34120"	"IP5P1"	chr1	+	12427194	12427257	12427194	12427245	12427375	12427445
102	"AT1G61140"	"EDA16"	chr1	-	22539749	22540040	22539776	22540040	22538538	22539665
103	"AT4G26700"	"FIM1"	chr4	+	13466807	13466928	13466807	13466904	13466998	13467090
104	"AT1G48740"	"AT1G48740"	chr1	-	18024802	18024989	18024838	18024989	18024670	18024757
105	"AT1G67280"	"AT1G67280"	chr1	-	25190432	25190694	25190544	25190694	25190087	25190283
106	"AT5G27290"	"AT5G27290"	chr5	-	9618868	9618964	9618908	9618964	9618391	9618790
107	"AT1G50200"	"ALATS"	chr1	-	18592129	18592243	18592153	18592243	18591862	18592045
108	"AT2G28800"	"ALB3"	chr2	-	12357448	12357556	12357452	12357556	12356994	12357144
109	"AT5G63600"	"FLS5"	chr5	-	25461394	25461727	25461399	25461727	25460683	25461310
110	"AT1G01880"	"GEN1"	chr1	-	308396	308573	308399	308573	308147	308318
111	"AT1G76050"	"AT1G76050"	chr1	+	28541812	28542034	28541812	28542015	28542153	28542232
112	"AT1G47600"	"TGG4"	chr1	+	17493896	17493928	17493896	17493925	17494021	17494118
113	"AT2G46270"	"GBF3"	chr2	+	19002054	19002230	19002054	19002161	19002321	19002399
114	"AT4G38510"	"VHA-B2"	chr4	-	18014883	18014975	18014902	18014975	18014734	18014796
115	"AT4G38510"	"VHA-B2"	chr4	-	18014883	18014975	18014959	18014975	18014734	18014796
116	"AT4G38510"	"VHA-B2"	chr4	-	18014902	18014975	18014959	18014975	18014734	18014796
117	"AT5G14200"	"IMDH3"	chr5	+	4577348	4577467	4577348	4577465	4577554	4577662
118	"AT2G38185"	"AT2G38185"	chr2	+	16001638	16001739	16001638	16001721	16001803	16001950
119	"AT5G19330"	"ARIA"	chr5	-	6509543	6509667	6509585	6509667	6509279	6509419
120	"AT5G15020"	"SNL2"	chr5	-	4860756	4861365	4860792	4861365	4860584	4860685
121	"AT5G52040"	"RS41"	chr5	+	21131561	21131887	21131561	21131815	21132086	21132199
122	"AT5G63960"	"POLD1"	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540
123	"AT3G10770"	"AT3G10770"	chr3	-	3372900	3373555	3372924	3373555	3372572	3372812
124	"AT2G21070"	"FIO1"	chr2	+	9042391	9042499	9042391	9042455	9042592	9042739
125	"AT2G16960"	"AT2G16960"	chr2	+	7365222	7365336	7365222	7365330	7365419	7365518
126	"AT3G07300"	"AT3G07300"	chr3	-	2326718	2327012	2326724	2327012	2326090	2326220
127	"AT5G13220"	"TIFY9"	chr5	+	4219466	4219684	4219466	4219629	4219934	4219992
128	"AT4G24230"	"ACBP3"	chr4	-	12567237	12567362	12567250	12567362	12566630	12567138
129	"AT4G24230"	"ACBP3"	chr4	-	12567237	12567362	12567250	12567362	12566943	12567132
130	"AT5G32440"	"AT5G32440"	chr5	+	12077471	12077634	12077471	12077631	12077745	12077933
131	"AT3G01310"	"AT3G01310"	chr3	-	101513	101660	101531	101660	101296	101356
132	"AT4G37070"	"PLP1"	chr4	-	17466920	17467109	17466953	17467109	17466525	17466707
133	"AT4G35790"	"PLDDELTA"	chr4	-	16958623	16958773	16958656	16958773	16958151	16958346
134	"AT5G09890"	"AT5G09890"	chr5	-	3086140	3086222	3086143	3086222	3085951	3086008
135	"AT2G41430"	"ERD15"	chr2	+	17269231	17269490	17269231	17269402	17269719	17270075
136	"AT2G41430"	"ERD15"	chr2	+	17269231	17269509	17269231	17269402	17269719	17270075
137	"AT2G41430"	"ERD15"	chr2	+	17269231	17269509	17269231	17269490	17269719	17270075
138	"AT1G17110"	"UBP15"	chr1	-	5848199	5848339	5848211	5848339	5848030	5848119
139	"AT3G14010"	"CID4"	chr3	+	4638722	4638938	4638722	4638932	4639006	4639107
140	"AT1G67140"	"SWEETIE"	chr1	-	25102561	25102699	25102564	25102699	25102274	25102439
141	"AT3G57050"	"CBL"	chr3	-	21114161	21114330	21114206	21114330	21113943	21114059
142	"AT2G40640"	"PUB63"	chr2	-	16961871	16961960	16961881	16961960	16961682	16961778
143	"AT5G48160"	"OBE2"	chr5	-	19530154	19530316	19530216	19530316	19528724	19529838
144	"AT5G63620"	"AT5G63620"	chr5	-	25466686	25466864	25466693	25466864	25466127	25466564
145	"AT3G57940"	"AT3G57940"	chr3	+	21453877	21454057	21453877	21454042	21454139	21454248
146	"AT5G24810"	"AT5G24810"	chr5	-	8521820	8522141	8521913	8522141	8521645	8521732
147	"AT1G79870"	"HPR2"	chr1	+	30044745	30045216	30044745	30045193	30045332	30046027
148	"AT1G79870"	"HPR2"	chr1	+	30044745	30045216	30044745	30045193	30045366	30046027
149	"AT1G08450"	"CRT3"	chr1	-	2669373	2669460	2669390	2669460	2669225	2669283
150	"AT3G53520"	"UXS1"	chr3	+	19843281	19843360	19843281	19843356	19843467	19843554
151	"AT4G17620"	"AT4G17620"	chr4	+	9822826	9822892	9822826	9822868	9823041	9823120
152	"AT4G17620"	"AT4G17620"	chr4	+	9824425	9824514	9824425	9824510	9824575	9824639
153	"AT4G17620"	"AT4G17620"	chr4	+	9824425	9824514	9824425	9824510	9824579	9824639
154	"AT5G07790"	"AT5G07790"	chr5	+	2483310	2483638	2483310	2483340	2484052	2484300
155	"AT5G49215"	"AT5G49215"	chr5	+	19953486	19953681	19953486	19953675	19953907	19954231
156	"AT5G58180"	"YKT62"	chr5	+	23545106	23545290	23545106	23545285	23545641	23545760
157	"AT3G55630"	"FPGS3"	chr3	+	20637574	20637658	20637574	20637592	20637739	20637796
158	"AT3G55630"	"FPGS3"	chr3	+	20637739	20637796	20637739	20637793	20637873	20637934
159	"AT1G21350"	"AT1G21350"	chr1	-	7477331	7477418	7477335	7477418	7476944	7477126
160	"AT3G25585"	"AAPT2"	chr3	+	9295818	9295996	9295818	9295992	9296193	9296244
161	"AT1G20020"	"LFNR2"	chr1	+	6943227	6943486	6943227	6943483	6943584	6943715
162	"AT1G20020"	"LFNR2"	chr1	+	6943581	6943715	6943581	6943658	6943790	6943869
163	"AT1G20020"	"LFNR2"	chr1	+	6943581	6943715	6943581	6943658	6943954	6944046
164	"AT1G23950"	"AT1G23950"	chr1	-	8470683	8470897	8470698	8470897	8470351	8470512
165	"AT1G23950"	"AT1G23950"	chr1	-	8470683	8470897	8470698	8470897	8470351	8470602
166	"AT5G48340"	"AT5G48340"	chr5	+	19591207	19592322	19591207	19592320	19592412	19592526
167	"AT5G04480"	"AT5G04480"	chr5	-	1276294	1276381	1276339	1276381	1275996	1276100
168	"AT4G03610"	"AT4G03610"	chr4	+	1605489	1605631	1605489	1605586	1605734	1605865
169	"AT3G52180"	"DSP4"	chr3	-	19350286	19350708	19350612	19350708	19350104	19350212
170	"AT2G27720"	"RPP2A"	chr2	+	11818917	11818962	11818917	11818953	11819021	11819254
171	"AT2G30940"	"AT2G30940"	chr2	+	13169601	13169854	13169601	13169848	13169926	13170139
172	"AT1G07745"	"RAD51D"	chr1	-	2402378	2402873	2402754	2402873	2402080	2402278
173	"AT2G32700"	"LUH"	chr2	+	13868274	13868443	13868274	13868386	13868631	13868681
174	"AT4G27800"	"PPH1"	chr4	-	13852251	13852415	13852382	13852415	13851869	13852133
175	"AT4G27800"	"PPH1"	chr4	-	13852505	13852564	13852509	13852564	13852382	13852415
176	"AT2G45500"	"AT2G45500"	chr2	-	18752149	18752241	18752161	18752241	18752007	18752030
177	"AT2G34315"	"AT2G34315"	chr2	-	14480571	14480703	14480637	14480703	14480218	14480475
178	"AT1G55500"	"ECT4"	chr1	+	20722145	20722308	20722145	20722292	20722393	20722739
179	"AT4G30310"	"AT4G30310"	chr4	+	14833517	14833626	14833517	14833596	14833695	14833815
180	"AT4G30310"	"AT4G30310"	chr4	+	14834586	14834659	14834586	14834655	14834753	14834881
181	"AT1G08600"	"ATRX"	chr1	+	2723823	2723957	2723823	2723938	2724074	2724133
182	"AT1G16560"	"AT1G16560"	chr1	+	5669159	5669413	5669159	5669409	5669492	5669689
183	"AT3G07565"	"AT3G07565"	chr3	+	2415271	2415381	2415271	2415354	2415552	2415614
184	"AT5G16800"	"AT5G16800"	chr5	-	5524810	5525039	5524835	5525039	5524313	5524701
185	"AT3G63480"	"AT3G63480"	chr3	-	23442677	23442771	23442689	23442771	23442559	23442601
186	"AT5G26000"	"TGG1"	chr5	-	9080008	9080115	9080012	9080115	9079504	9079932
187	"AT1G05550"	"AT1G05550"	chr1	-	1642581	1642662	1642585	1642662	1641649	1642373
188	"AT2G19880"	"AT2G19880"	chr2	+	8584049	8584264	8584049	8584261	8584468	8584614
189	"AT4G21910"	"AT4G21910"	chr4	-	11625968	11626075	11625988	11626075	11625821	11625883
190	"AT2G25840"	"OVA4"	chr2	+	11023413	11023538	11023413	11023526	11023674	11023696
191	"AT1G21650"	"SECA2"	chr1	-	7600017	7600164	7600029	7600164	7599871	7599941
192	"AT2G44980"	"AT2G44980"	chr2	-	18555237	18555418	18555246	18555418	18554985	18555121
193	"AT2G44980"	"AT2G44980"	chr2	-	18555904	18556056	18555922	18556056	18555640	18555772
194	"AT4G38600"	"UPL3"	chr4	-	18045271	18046685	18045325	18046685	18045050	18045146
195	"AT3G13460"	"ECT2"	chr3	-	4386059	4386655	4386061	4386655	4385760	4385973
196	"AT1G23970"	"AT1G23970"	chr1	-	8483090	8483304	8483105	8483304	8482758	8483009
197	"AT3G05870"	"APC11"	chr3	+	1754686	1755052	1754686	1755025	1755591	1755631
198	"AT2G22690"	"AT2G22690"	chr2	-	9651177	9651439	9651344	9651439	9649689	9650980
199	"AT3G20720"	"AT3G20720"	chr3	+	7241998	7242166	7241998	7242115	7242281	7242375
200	"AT3G20720"	"AT3G20720"	chr3	+	7243964	7245267	7243964	7245087	7245393	7245677
201	"AT4G40040"	"HTR8"	chr4	-	18558481	18558743	18558645	18558743	18558164	18558236
202	"AT1G48550"	"AT1G48550"	chr1	-	17951936	17952033	17951943	17952033	17951770	17951839
203	"AT4G25880"	"APUM6"	chr4	+	13158571	13158760	13158571	13158743	13159055	13159382
204	"AT5G11400"	"AT5G11400"	chr5	-	3637205	3637342	3637275	3637342	3637012	3637122
205	"AT1G54650"	"AT1G54650"	chr1	-	20406721	20406921	20406727	20406921	20406593	20406643
206	"AT2G47350"	"AT2G47350"	chr2	+	19436073	19436178	19436073	19436174	19436267	19436357
207	"AT2G23010"	"SCPL9"	chr2	+	9802271	9802321	9802271	9802317	9802404	9802674
208	"AT5G13050"	"5FCL"	chr5	-	4137548	4137594	4137552	4137594	4137210	4137281
209	"AT1G16270"	"AT1G16270"	chr1	+	5563086	5563364	5563086	5563200	5563717	5566376
210	"AT2G11623"	"AT2G11623"	chr2	-	4661251	4661415	4661280	4661415	4661037	4661143
211	"AT4G39710"	"PNSL4"	chr4	-	18427558	18427619	18427562	18427619	18427413	18427482
212	"AT4G13210"	"AT4G13210"	chr4	+	7670201	7670261	7670201	7670253	7670364	7670433
213	"AT5G12240"	"AT5G12240"	chr5	-	3960048	3960280	3960210	3960280	3959631	3959672
214	"AT3G11270"	"RPN8B"	chr3	+	3529999	3530096	3529999	3530087	3530228	3530304
215	"AT1G61850"	"PLA1"	chr1	+	22859359	22859561	22859359	22859555	22859652	22859789
216	"AT2G14770"	"AT2G14770"	chr2	+	6333140	6333241	6333140	6333226	6333330	6333402
217	"AT3G45240"	"GRIK1"	chr3	-	16571447	16571543	16571456	16571543	16571170	16571353
218	"AT5G05780"	"RPN8A"	chr5	+	1736888	1736985	1736888	1736976	1737078	1737154
219	"AT4G32900"	"AT4G32900"	chr4	-	15879537	15879623	15879545	15879623	15879345	15879418
220	"AT3G51270"	"AT3G51270"	chr3	+	19034867	19034956	19034867	19034932	19035180	19035298
221	"AT5G23830"	"AT5G23830"	chr5	+	8034064	8034163	8034064	8034154	8034277	8034459
222	"AT4G31340"	"AT4G31340"	chr4	+	15208727	15208793	15208727	15208789	15208871	15208983
223	"AT2G47410"	"AT2G47410"	chr2	+	19449671	19449829	19449671	19449826	19450266	19450503
224	"AT5G40580"	"PBB2"	chr5	-	16250307	16250467	16250325	16250467	16249737	16249879
225	"AT4G15210"	"BAM5"	chr4	-	8666969	8667209	8667085	8667209	8666337	8666886
226	"AT5G50020"	"PAT09"	chr5	+	20352841	20353141	20352841	20353120	20353329	20353563
227	"AT2G12480"	"SCPL43"	chr2	-	5070046	5070167	5070049	5070167	5069589	5069968
228	"AT1G45191"	"BGLU1"	chr1	+	17117993	17118217	17117993	17118202	17118336	17118411
229	"AT1G16890"	"UBC36"	chr1	-	5778034	5778089	5778061	5778089	5777851	5777938
230	"AT4G01800"	"SECA1"	chr4	-	773908	774130	774016	774130	773590	773758
231	"AT4G01800"	"SECA1"	chr4	-	775064	775168	775115	775168	774793	774973
232	"AT5G23540"	"RPN11"	chr5	+	7937668	7937901	7937668	7937858	7938091	7938269
233	"AT1G16610"	"SR45"	chr1	-	5676727	5676877	5676760	5676877	5676428	5676495
234	"AT2G15000"	"AT2G15000"	chr2	-	6481827	6481989	6481870	6481989	6480922	6481207
235	"AT5G41700"	"UBC8"	chr5	+	16676053	16676141	16676053	16676135	16676482	16676619
236	"AT1G34170"	"ARF13"	chr1	-	12444208	12444650	12444393	12444650	12443802	12443990
237	"AT4G02570"	"CUL1"	chr4	+	1128757	1128858	1128757	1128813	1129282	1129445
238	"AT4G34090"	"AT4G34090"	chr4	-	16328564	16328663	16328568	16328663	16328397	16328479
239	"AT4G34090"	"AT4G34090"	chr4	-	16328564	16328663	16328568	16328663	16328397	16328493
240	"AT1G23080"	"PIN7"	chr1	-	8182205	8183570	8182217	8183570	8181857	8182128
241	"AT5G35210"	"AT5G35210"	chr5	-	13475969	13477057	13476226	13477057	13475836	13475889
242	"AT5G55520"	"AT5G55520"	chr5	-	22489451	22489505	22489463	22489505	22488593	22489364
243	"AT2G03810"	"AT2G03810"	chr2	+	1161525	1161729	1161525	1161724	1162632	1162712
244	"AT3G08690"	"UBC11"	chr3	+	2641055	2641365	2641055	2641225	2641467	2641556
245	"AT4G38930"	"AT4G38930"	chr4	+	18150892	18151113	18150892	18151101	18151188	18151427
246	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1993744	1993573	1993723	1993786	1994166
247	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1993744	1993573	1993723	1993846	1994166
248	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1993765	1993573	1993723	1993846	1994166
249	"AT2G05440"	"ATGRP9"	chr2	+	1993573	1993765	1993573	1993744	1993846	1994166
250	"AT1G61560"	"MLO6"	chr1	-	22712179	22712210	22712181	22712210	22711598	22711763
251	"AT5G38410"	"RBCS-3B"	chr5	-	15377895	15378045	15377910	15378045	15377172	15377740
252	"AT1G72330"	"ALAAT2"	chr1	+	27234898	27235042	27234898	27235003	27235097	27235208
253	"AT3G24890"	"ATVAMP728"	chr3	+	9098465	9098543	9098465	9098515	9098615	9098945
254	"AT2G43640"	"SRP14"	chr2	-	18098314	18098408	18098341	18098408	18098108	18098218
255	"AT1G56200"	"emb1303"	chr1	+	21030793	21030909	21030793	21030900	21031091	21031228
256	"AT3G46220"	"AT3G46220"	chr3	+	16981349	16981761	16981349	16981737	16981831	16981986
257	"AT1G47550"	"SEC3A"	chr1	+	17462053	17462227	17462053	17462224	17462308	17462388
258	"AT1G67420"	"AT1G67420"	chr1	+	25258276	25258406	25258276	25258403	25258487	25258547
259	"AT1G68230"	"RTNLB14"	chr1	+	25572354	25572541	25572354	25572508	25572624	25572754
260	"AT3G10970"	"AT3G10970"	chr3	-	3435375	3435480	3435378	3435480	3434920	3434975
261	"AT4G13730"	"AT4G13730"	chr4	+	7973496	7973644	7973496	7973613	7973899	7974248
262	"AT1G23520"	"AT1G23520"	chr1	-	8343974	8344118	8343988	8344118	8343423	8343879
263	"AT4G09680"	"CTC1"	chr4	+	6118501	6118572	6118501	6118564	6118673	6118751
264	"AT2G36360"	"AT2G36360"	chr2	-	15243286	15243517	15243415	15243517	15242903	15243208
265	"AT2G36360"	"AT2G36360"	chr2	-	15246849	15246886	15246857	15246886	15246646	15246743
266	"AT3G61160"	"ASK2"	chr3	+	22636377	22636536	22636377	22636515	22636628	22636721
267	"AT3G57570"	"AT3G57570"	chr3	+	21313361	21313466	21313361	21313443	21313576	21313859
268	"AT5G50870"	"UBC27"	chr5	-	20699969	20700162	20700002	20700162	20699826	20699910
269	"AT5G13950"	"AT5G13950"	chr5	-	4499125	4499254	4499170	4499254	4498768	4498918
270	"AT1G30620"	"MUR4"	chr1	+	10855814	10855939	10855814	10855936	10856040	10856154
271	"AT5G62640"	"ELF5"	chr5	-	25151497	25151583	25151512	25151583	25151331	25151387
272	"AT3G60000"	"QWRF6"	chr3	+	22162464	22162595	22162464	22162572	22162699	22162867
273	"AT4G17486"	"AT4G17486"	chr4	-	9750394	9750682	9750398	9750682	9750227	9750308
274	"AT5G26920"	"CBP60G"	chr5	+	9477244	9477405	9477244	9477381	9477501	9477853
275	"AT1G14840"	"MAP70.4"	chr1	-	5113611	5113758	5113656	5113758	5113431	5113503
276	"AT4G23010"	"UTR2"	chr4	-	12061334	12061600	12061357	12061600	12061158	12061260
277	"AT2G40570"	"AT2G40570"	chr2	+	16942737	16942850	16942737	16942846	16942922	16942982
278	"AT2G40570"	"AT2G40570"	chr2	+	16942737	16942850	16942737	16942846	16942928	16942982
279	"AT4G31530"	"AT4G31530"	chr4	+	15283722	15283874	15283722	15283832	15283998	15284216
280	"AT1G51805"	"AT1G51805"	chr1	-	19224896	19225422	19224968	19225422	19223705	19224184
281	"AT1G55320"	"AAE18"	chr1	+	20633940	20634195	20633940	20634191	20634282	20634484
282	"AT3G18140"	"AT3G18140"	chr3	-	6213068	6213311	6213228	6213311	6212929	6212989
283	"AT5G09600"	"SDH3-1"	chr5	+	2979766	2979847	2979766	2979843	2979932	2980005
