ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
18	"AT3G03100"	"AT3G03100"	chr3	-	705821	705931	705821	705927	706210	706302	18	634,482,849	0,0,0	696,464,807	0,0,2	103	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.997	0.001
20	"AT5G59210"	"AT5G59210"	chr5	-	23891670	23891705	23891670	23891702	23891903	23892030	20	84,88,114	5,2,1	98,68,112	6,2,7	102	99	0.0899644061817	0.658542079745	0.942,0.977,0.991	0.941,0.971,0.94	0.019
21	"AT4G22230"	"AT4G22230"	chr4	+	11762454	11762688	11762457	11762688	11762291	11762367	21	12,3,11	0,1,0	22,18,20	0,0,1	102	99	1	1.0	1.0,0.744,1.0	1.0,1.0,0.951	-0.069
22	"AT3G21070"	"NADK1"	chr3	-	7381526	7381618	7381526	7381600	7381737	7381844	22	4,1,1	179,126,211	3,0,2	89,49,108	117	99	0.722157774243	1.0	0.019,0.007,0.004	0.028,0.0,0.015	-0.004
23	"AT4G18975"	"AT4G18975"	chr4	-	10393265	10393321	10393265	10393314	10393418	10393520	23	81,69,101	6,2,3	132,59,132	5,1,7	106	99	0.817271056149	1.0	0.927,0.97,0.969	0.961,0.982,0.946	-0.008
24	"AT1G52870"	"AT1G52870"	chr1	+	19687276	19687392	19687280	19687392	19686913	19687201	24	481,427,669	4,0,0	788,603,1035	6,6,3	103	99	1	1.0	0.991,1.0,1.0	0.992,0.99,0.997	0.004
25	"AT5G45940"	"NUDT11"	chr5	-	18629561	18629871	18629561	18629866	18629960	18630080	25	27,28,50	19,14,19	42,47,56	26,21,29	104	99	0.812307823701	1.0	0.575,0.656,0.715	0.606,0.681,0.648	0.004
26	"AT4G19110"	"AT4G19110"	chr4	-	10454528	10455020	10454528	10455011	10455114	10455342	26	221,158,275	344,274,452	198,154,195	376,266,425	108	99	0.127018649806	0.777698404559	0.371,0.346,0.358	0.326,0.347,0.296	0.035
27	"AT1G36070"	"AT1G36070"	chr1	-	13470095	13470269	13470095	13470266	13470338	13470394	27	29,25,38	10,12,24	32,19,35	10,2,17	102	99	0.171247001794	0.882236560137	0.738,0.669,0.606	0.756,0.902,0.666	-0.104
28	"AT1G26630"	"ELF5A-2"	chr1	+	9206971	9207383	9206993	9207383	9206816	9206891	28	6,2,9	3563,2866,5237	5,3,9	4276,2719,4569	121	99	1	1.0	0.001,0.001,0.001	0.001,0.001,0.002	-0.0
29	"AT2G26970"	"AT2G26970"	chr2	-	11511521	11511605	11511521	11511593	11511824	11511914	29	35,40,53	2,1,2	82,29,78	1,2,0	111	99	1	1.0	0.94,0.973,0.959	0.987,0.928,1.0	-0.014
30	"AT2G02740"	"WHY3"	chr2	+	770558	770635	770561	770635	770375	770470	30	100,89,156	0,3,0	110,82,112	0,0,2	102	99	1	1.0	1.0,0.966,1.0	1.0,1.0,0.982	-0.005
31	"AT1G67325"	"AT1G67325"	chr1	-	25210282	25210310	25210282	25210307	25210503	25210613	31	58,55,69	15,17,18	89,56,92	30,18,37	102	99	0.205360811279	0.955575868688	0.79,0.758,0.788	0.742,0.751,0.707	0.045
32	"AT1G07890"	"APX1"	chr1	+	2437677	2437741	2437680	2437741	2437477	2437555	32	1,4,3	16,7,18	11,0,8	13,8,10	102	99	0.116088679289	0.774580396838	0.057,0.357,0.139	0.451,0.0,0.437	-0.112
33	"AT1G62610"	"AT1G62610"	chr1	-	23181462	23182358	23181462	23182355	23182436	23182482	33	1,0,1	0,0,0	0,0,1	1,0,0	102	99	1	1.0	1.0,NA,1.0	0.0,NA,1.0	0.5
34	"AT1G62610"	"AT1G62610"	chr1	-	23181462	23182358	23181462	23182355	23182684	23183227	34	0,1,0	5,3,6	0,0,0	5,5,5	102	99	1	1.0	0.0,0.244,0.0	0.0,0.0,0.0	0.081
37	"AT5G13480"	"FY"	chr5	-	4330914	4331052	4330914	4330983	4331261	4331353	37	0,0,0	44,41,57	1,0,1	52,21,48	168	99	1	1.0	0.0,0.0,0.0	0.011,0.0,0.012	-0.008
38	"AT2G38660"	"FOLD1"	chr2	+	16167668	16167836	16167670	16167836	16167333	16167570	38	55,48,74	16,9,21	66,31,50	17,8,17	101	99	0.723034145061	1.0	0.771,0.839,0.775	0.792,0.792,0.742	0.02
39	"AT5G56370"	"AT5G56370"	chr5	-	22836800	22837682	22836800	22837652	22837857	22837941	39	1,2,0	17,17,14	0,0,1	14,3,19	129	99	0.690437785157	1.0	0.043,0.083,0.0	0.0,0.0,0.039	0.029
40	"AT5G13660"	"AT5G13660"	chr5	+	4406443	4406515	4406446	4406515	4405093	4406365	40	11,6,3	8,20,21	4,2,4	17,8,24	102	99	0.167478105366	0.875736972806	0.572,0.226,0.122	0.186,0.195,0.139	0.133
41	"AT5G09860"	"THO1"	chr5	+	3069215	3069332	3069218	3069332	3069041	3069083	41	42,41,58	25,31,48	50,28,47	44,24,33	102	99	0.641978341274	1.0	0.62,0.562,0.54	0.524,0.531,0.58	0.029
42	"AT3G17590"	"BSH"	chr3	-	6019351	6019446	6019351	6019440	6019541	6019666	42	1,0,3	69,48,99	2,0,0	68,31,54	105	99	1	1.0	0.013,0.0,0.028	0.027,0.0,0.0	0.005
43	"AT2G33500"	"COL14"	chr2	-	14188339	14188587	14188339	14188584	14188950	14189100	43	7,10,22	12,18,29	18,11,17	33,8,35	102	99	0.958791374341	1.0	0.362,0.35,0.424	0.346,0.572,0.32	-0.034
44	"AT1G27385"	"AT1G27385"	chr1	-	9512115	9512219	9512115	9512216	9512570	9512820	44	173,130,175	0,2,2	269,110,258	1,0,4	102	99	1	1.0	1.0,0.984,0.988	0.996,1.0,0.984	-0.003
46	"AT3G15395"	"AT3G15395"	chr3	+	5200969	5201089	5201004	5201089	5200850	5200880	46	9,3,5	1,0,1	4,6,12	0,2,3	134	99	0.0241304928937	0.339263239375	0.869,1.0,0.787	1.0,0.689,0.747	0.073
47	"AT5G07770"	"FH16"	chr5	+	2475710	2475955	2475908	2475955	2475229	2475350	47	16,9,23	0,0,2	29,6,26	0,0,0	297	99	1	1.0	1.0,1.0,0.793	1.0,1.0,1.0	-0.069
48	"AT2G42380"	"BZIP34"	chr2	-	17647573	17647700	17647573	17647687	17647814	17647905	48	54,47,76	0,0,0	100,55,99	0,0,2	112	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.978	0.007
49	"AT1G08420"	"BSL2"	chr1	+	2652965	2653145	2652980	2653145	2652660	2652742	49	70,50,97	2,0,1	115,46,103	0,0,1	114	99	1	1.0	0.968,1.0,0.988	1.0,1.0,0.989	-0.011
50	"AT1G75170"	"AT1G75170"	chr1	+	28214829	28214928	28214836	28214928	28214570	28214747	50	56,46,86	0,0,1	72,39,80	0,1,2	106	99	1	1.0	1.0,1.0,0.988	1.0,0.973,0.974	0.014
51	"AT1G14170"	"AT1G14170"	chr1	-	4844653	4845150	4844653	4845126	4845225	4845283	51	5,5,8	0,0,1	25,9,27	0,0,0	123	99	1	1.0	1.0,1.0,0.866	1.0,1.0,1.0	-0.045
52	"AT3G15640"	"COX5B-1"	chr3	+	5299666	5299752	5299669	5299752	5299109	5299450	52	381,313,599	11,7,25	539,373,582	24,21,23	102	99	0.108588735998	0.749960802419	0.971,0.977,0.959	0.956,0.945,0.961	0.015
53	"AT4G23980"	"ARF9"	chr4	+	12453719	12454189	12453725	12454189	12453492	12453640	53	59,55,68	3,0,5	64,54,76	4,9,2	105	99	0.114003878179	0.769363315025	0.949,1.0,0.928	0.938,0.85,0.973	0.039
55	"AT3G25230"	"FKBP62"	chr3	+	9191128	9191419	9191131	9191419	9190933	9191030	55	266,183,341	0,0,2	274,201,298	0,0,1	102	99	1	1.0	1.0,1.0,0.994	1.0,1.0,0.997	-0.001
57	"AT3G60600"	"PVA11"	chr3	+	22401501	22401990	22401521	22401990	22401284	22401440	57	6,9,7	411,351,523	9,6,10	568,344,617	119	99	0.948235822275	1.0	0.012,0.021,0.011	0.013,0.014,0.013	0.001
59	"AT5G58790"	"AT5G58790"	chr5	+	23745447	23745636	23745467	23745636	23745249	23745359	59	16,2,3	14,3,9	8,12,6	2,2,5	119	99	0.00897849749251	0.179722127774	0.487,0.357,0.217	0.769,0.833,0.5	-0.347
63	"AT4G33240"	"FAB1A"	chr4	-	16035782	16036505	16035782	16036502	16036679	16037358	63	25,24,49	21,30,17	32,11,53	16,6,30	102	99	0.37957075169	1.0	0.536,0.437,0.737	0.66,0.64,0.632	-0.074
65	"AT3G08505"	"MKRN"	chr3	-	2580076	2580288	2580076	2580280	2580376	2580455	65	37,29,37	1,0,0	49,26,43	0,0,1	107	99	1	1.0	0.972,1.0,1.0	1.0,1.0,0.975	-0.001
66	"AT4G18020"	"APRR2"	chr4	-	10006534	10006775	10006534	10006755	10007397	10007491	66	29,32,30	8,11,21	44,18,50	10,3,17	119	99	0.140391976227	0.800980308812	0.751,0.708,0.543	0.785,0.833,0.71	-0.109
67	"AT1G59750"	"ARF1"	chr1	+	21983071	21983541	21983080	21983541	21982823	21982989	67	4,4,12	37,20,39	0,4,6	30,18,28	108	99	0.204538583067	0.955575868688	0.09,0.155,0.22	0.0,0.169,0.164	0.044
68	"AT1G59750"	"ARF1"	chr1	+	21983071	21983541	21983080	21983541	21982823	21982995	68	153,111,183	40,27,43	131,72,150	27,16,52	108	99	0.7210109071	1.0	0.778,0.79,0.796	0.816,0.805,0.726	0.006
69	"AT5G20090"	"MPC1"	chr5	-	6787901	6788005	6787901	6788002	6788522	6788637	69	271,206,389	67,64,71	348,196,332	62,67,103	102	99	0.432316729177	1.0	0.797,0.758,0.842	0.845,0.74,0.758	0.018
70	"AT2G26430"	"CYCL1-1"	chr2	-	11245186	11245268	11245186	11245261	11245352	11245528	70	63,58,97	0,0,3	97,37,89	1,0,0	106	99	1	1.0	1.0,1.0,0.968	0.989,1.0,1.0	-0.007
71	"AT1G27760"	"SAT32"	chr1	+	9669341	9669422	9669353	9669422	9669096	9669265	71	238,190,268	2,1,3	236,121,233	3,5,5	111	99	0.0848829298878	0.652243630857	0.991,0.994,0.988	0.986,0.956,0.977	0.018
72	"AT5G15070"	"AT5G15070"	chr5	+	4885144	4885249	4885174	4885249	4884899	4885067	72	0,1,2	20,17,35	1,0,1	16,21,19	129	99	1	1.0	0.0,0.043,0.042	0.046,0.0,0.039	0.0
73	"AT5G49020"	"PRMT14"	chr5	+	19872192	19872339	19872198	19872339	19871952	19872061	73	38,28,44	3,5,8	64,26,59	2,3,4	105	99	0.0330386691759	0.398149676497	0.923,0.841,0.838	0.968,0.891,0.933	-0.063
74	"AT2G37340"	"RS2Z33"	chr2	-	15671560	15671818	15671560	15671600	15672224	15672338	74	33,23,63	223,184,332	49,35,50	411,204,412	317	99	0.259882314463	1.0	0.044,0.038,0.056	0.036,0.051,0.037	0.005
75	"AT5G13980"	"AT5G13980"	chr5	+	4513925	4514025	4513956	4514025	4513841	4513889	75	7,6,11	201,135,257	9,8,12	232,155,275	130	99	0.759499274434	1.0	0.026,0.033,0.032	0.029,0.038,0.032	-0.003
77	"AT1G18270"	"AT1G18270"	chr1	-	6292979	6293063	6292979	6293060	6293295	6293371	77	0,0,3	28,35,66	1,1,5	92,19,57	102	99	0.137332736956	0.795973078238	0.0,0.0,0.042	0.01,0.049,0.078	-0.032
78	"AT3G06550"	"AT3G06550"	chr3	-	2042169	2042313	2042169	2042310	2042400	2042492	78	51,62,106	27,30,28	138,34,161	47,16,44	102	99	0.386295105002	1.0	0.647,0.667,0.786	0.74,0.673,0.78	-0.031
79	"AT5G65640"	"BHLH93"	chr5	+	26238553	26238721	26238563	26238721	26238239	26238422	79	154,115,145	0,1,3	169,109,161	0,0,2	109	99	1	1.0	1.0,0.991,0.978	1.0,1.0,0.987	-0.006
80	"AT1G52560"	"HSP26.5"	chr1	-	19574759	19575201	19574759	19575180	19575486	19575866	80	4,3,6	0,0,1	6,6,17	0,0,2	120	99	1	1.0	1.0,1.0,0.832	1.0,1.0,0.875	-0.014
81	"AT5G02840"	"RVE4"	chr5	+	651161	651286	651183	651286	650860	650920	81	181,136,199	33,26,51	313,180,348	74,34,70	121	99	0.997678130174	1.0	0.818,0.811,0.761	0.776,0.812,0.803	-0.0
82	"AT5G06839"	"TGA10"	chr5	+	2122774	2123049	2122777	2123049	2122602	2122684	82	3,0,4	24,12,40	3,1,2	30,16,13	102	99	0.547284853696	1.0	0.108,0.0,0.088	0.088,0.057,0.13	-0.026
83	"AT3G04520"	"THA2"	chr3	-	1217911	1217970	1217911	1217967	1218071	1218204	83	98,94,122	0,0,1	155,100,189	1,5,0	102	99	0.92106719746	1.0	1.0,1.0,0.992	0.993,0.951,1.0	0.016
86	"AT2G30390"	"FC2"	chr2	-	12952011	12952194	12952011	12952164	12952286	12952413	86	0,0,0	322,306,436	0,0,2	451,294,542	129	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.003	-0.001
88	"AT5G04430"	"BTR1"	chr5	-	1251439	1251564	1251439	1251501	1252064	1252258	88	307,263,314	323,243,420	314,183,303	371,271,549	162	99	0.00971357146501	0.186342689026	0.367,0.398,0.314	0.341,0.292,0.252	0.065
89	"AT3G45090"	"AT3G45090"	chr3	-	16493512	16493811	16493512	16493806	16494299	16494454	89	62,44,84	0,0,0	61,27,67	1,0,0	104	99	1	1.0	1.0,1.0,1.0	0.983,1.0,1.0	0.006
90	"AT1G51980"	"AT1G51980"	chr1	-	19323827	19323940	19323827	19323932	19324050	19324100	90	415,336,555	0,1,0	562,410,636	2,0,0	107	99	1	1.0	1.0,0.997,1.0	0.996,1.0,1.0	0.0
91	"AT1G67840"	"CSK"	chr1	+	25436194	25436472	25436198	25436472	25435893	25436099	91	24,9,25	141,101,164	31,18,20	210,126,224	103	99	0.542937614678	1.0	0.141,0.079,0.128	0.124,0.121,0.079	0.008
92	"AT1G55310"	"SCL33"	chr1	+	20632147	20632279	20632150	20632279	20631884	20632055	92	62,50,64	117,69,145	60,29,73	136,74,132	102	99	0.40203629855	1.0	0.34,0.413,0.3	0.3,0.276,0.349	0.043
93	"AT3G57550"	"GK-2"	chr3	+	21308930	21309027	21308933	21309027	21308800	21308846	93	8,1,4	132,73,134	3,5,4	135,92,124	102	99	0.918000473721	1.0	0.056,0.013,0.028	0.021,0.05,0.03	-0.001
94	"AT5G49970"	"PPOX1"	chr5	+	20330718	20330961	20330751	20330961	20330442	20330609	94	205,159,232	1,0,0	246,133,320	0,0,2	132	99	1	1.0	0.994,1.0,1.0	1.0,1.0,0.992	0.001
95	"AT1G05710"	"AT1G05710"	chr1	+	1716558	1716735	1716690	1716735	1716418	1716484	95	137,94,171	3,0,0	106,51,116	0,1,0	231	99	1	1.0	0.951,1.0,1.0	1.0,0.956,1.0	-0.002
96	"AT4G30560"	"CNGC9"	chr4	-	14928876	14929484	14928876	14929465	14929613	14929717	96	9,4,7	3,7,4	12,7,12	6,0,8	118	99	0.305988321413	1.0	0.716,0.324,0.595	0.627,1.0,0.557	-0.183
98	"AT5G44785"	"OSB3"	chr5	-	18071545	18071616	18071545	18071610	18071696	18071847	98	3,0,6	98,87,152	6,0,2	129,88,170	105	99	0.616526314212	1.0	0.028,0.0,0.036	0.042,0.0,0.011	0.004
99	"AT2G30140"	"UGT87A2"	chr2	+	12872819	12873820	12872822	12873820	12872133	12872695	99	65,41,77	2,9,6	55,44,64	2,2,3	102	99	0.0465923893173	0.48695231667	0.969,0.816,0.926	0.964,0.955,0.954	-0.054
100	"AT1G75560"	"AT1G75560"	chr1	-	28372562	28373050	28372562	28372748	28373191	28373241	100	0,1,0	52,37,61	1,0,0	99,47,85	401	99	1	1.0	0.0,0.007,0.0	0.002,0.0,0.0	0.002
101	"AT3G04630"	"WDL1"	chr3	+	1259566	1259661	1259569	1259661	1259226	1259461	101	87,55,101	95,71,87	85,60,112	58,56,90	102	99	0.0818897586975	0.652243630857	0.471,0.429,0.53	0.587,0.51,0.547	-0.071
102	"AT5G38520"	"AT5G38520"	chr5	+	15422476	15422690	15422512	15422690	15422286	15422380	102	1,1,2	558,425,674	3,0,2	780,432,920	135	99	1	1.0	0.001,0.002,0.002	0.003,0.0,0.002	0.0
103	"AT1G54610"	"AT1G54610"	chr1	-	20393791	20394264	20393791	20394261	20394584	20394702	103	3,4,16	166,145,226	2,7,10	209,115,204	102	99	0.62638841856	1.0	0.017,0.026,0.064	0.009,0.056,0.045	-0.001
104	"AT5G36930"	"AT5G36930"	chr5	-	14571428	14571933	14571428	14571909	14572404	14572449	104	3,4,6	13,9,24	11,1,1	36,21,24	123	99	0.209708818921	0.955575868688	0.157,0.263,0.168	0.197,0.037,0.032	0.107
105	"AT4G24190"	"SHD"	chr4	-	12555562	12555680	12555562	12555676	12555784	12555909	105	640,731,1325	4,3,6	1067,422,1170	0,0,1	103	99	1	1.0	0.994,0.996,0.995	1.0,1.0,0.999	-0.005
106	"AT4G13020"	"MHK"	chr4	+	7604329	7604446	7604356	7604446	7604203	7604272	106	1,1,0	69,77,113	0,0,2	148,72,152	126	99	1	1.0	0.011,0.01,0.0	0.0,0.0,0.01	0.004
108	"AT4G13020"	"MHK"	chr4	+	7606679	7607111	7606689	7607111	7606522	7606601	108	172,165,183	6,4,2	344,169,334	7,6,5	109	99	1	1.0	0.963,0.974,0.988	0.978,0.962,0.984	0.0
116	"AT1G04020"	"BARD1"	chr1	+	1037920	1038175	1037923	1038175	1037530	1037746	116	9,4,8	27,18,38	4,1,2	24,17,39	102	99	0.00575287427642	0.135882890409	0.244,0.177,0.17	0.139,0.054,0.047	0.117
117	"AT5G45510"	"AT5G45510"	chr5	+	18448937	18449446	18449020	18449446	18445186	18448755	117	24,21,34	220,150,274	38,27,41	246,204,312	182	99	0.461375400795	1.0	0.056,0.071,0.063	0.078,0.067,0.067	-0.007
119	"AT4G10480"	"AT4G10480"	chr4	-	6478515	6478640	6478515	6478637	6478832	6478920	119	952,749,1303	9,12,16	980,562,1059	9,6,11	102	99	0.501716646809	1.0	0.99,0.984,0.988	0.991,0.989,0.989	-0.002
120	"AT1G54080"	"UBP1A"	chr1	-	20185312	20185400	20185312	20185388	20185573	20185661	120	10,3,6	258,196,303	11,3,17	291,173,316	111	99	0.110113134412	0.751697177691	0.033,0.013,0.017	0.033,0.015,0.046	-0.01
121	"AT1G76440"	"AT1G76440"	chr1	-	28682821	28683044	28682821	28683009	28683672	28683750	121	38,18,18	16,8,9	34,17,16	29,6,25	134	99	0.0947880982657	0.673663156879	0.637,0.624,0.596	0.464,0.677,0.321	0.132
122	"AT1G17130"	"AT1G17130"	chr1	+	5854864	5855035	5854885	5855035	5854147	5854461	122	22,27,36	106,105,143	24,15,38	116,77,119	120	99	1	1.0	0.146,0.175,0.172	0.146,0.138,0.209	-0.0
124	"AT5G01520"	"AT5G01520"	chr5	+	208169	208611	208188	208611	207866	208101	124	0,1,0	15,17,32	0,0,0	43,20,45	118	99	1	1.0	0.0,0.047,0.0	0.0,0.0,0.0	0.016
125	"AT5G18420"	"AT5G18420"	chr5	-	6105904	6105989	6105904	6105986	6106199	6106341	125	30,18,27	42,36,35	25,20,29	29,35,46	102	99	0.94856851465	1.0	0.409,0.327,0.428	0.456,0.357,0.38	-0.01
126	"AT1G29120"	"AT1G29120"	chr1	+	10175212	10175363	10175215	10175363	10174280	10174670	126	13,14,33	128,83,171	23,12,26	145,66,127	102	99	0.505277506298	1.0	0.09,0.141,0.158	0.133,0.15,0.166	-0.02
127	"AT1G29120"	"AT1G29120"	chr1	+	10177134	10177190	10177137	10177190	10176986	10177042	127	2,0,0	137,110,181	0,0,0	139,70,157	102	99	1	1.0	0.014,0.0,0.0	0.0,0.0,0.0	0.005
129	"AT1G28610"	"AT1G28610"	chr1	-	10054233	10054760	10054233	10054510	10054865	10055081	129	61,67,67	0,1,0	109,77,124	0,0,0	349	99	1	1.0	1.0,0.95,1.0	1.0,1.0,1.0	-0.017
131	"AT2G39470"	"PNSL1"	chr2	+	16477367	16477464	16477369	16477464	16477211	16477283	131	1042,790,1051	1,2,1	1299,902,1581	0,2,6	101	99	1	1.0	0.999,0.997,0.999	1.0,0.998,0.996	0.0
132	"AT1G05170"	"B3GALT2"	chr1	-	1493327	1493401	1493327	1493392	1493494	1493591	132	32,42,62	7,14,13	70,34,75	12,7,22	108	99	0.781027085483	1.0	0.807,0.733,0.814	0.842,0.817,0.758	-0.021
133	"AT4G24620"	"PGI1"	chr4	-	12708751	12709106	12708751	12709102	12709192	12709259	133	451,293,512	0,0,1	496,393,613	2,1,2	103	99	1	1.0	1.0,1.0,0.998	0.996,0.997,0.997	0.003
134	"AT1G49870"	"AT1G49870"	chr1	+	18460907	18461054	18460916	18461054	18460211	18460464	134	2,0,2	15,14,14	2,4,3	12,9,18	108	99	0.0555819020411	0.547018552588	0.109,0.0,0.116	0.133,0.289,0.133	-0.11
135	"AT3G27460"	"AT3G27460"	chr3	-	10160563	10160673	10160563	10160670	10160879	10160956	135	4,17,13	10,8,15	12,2,14	10,3,8	102	99	0.531987670919	1.0	0.28,0.673,0.457	0.538,0.393,0.629	-0.05
137	"AT4G13250"	"NYC1"	chr4	-	7685840	7685915	7685840	7685909	7686007	7686143	137	305,272,560	1,0,1	323,201,444	0,0,0	105	99	1	1.0	0.997,1.0,0.998	1.0,1.0,1.0	-0.002
138	"AT3G09350"	"Fes1A"	chr3	+	2871387	2871830	2871687	2871830	2871044	2871301	138	0,1,4	50,38,54	1,2,2	46,22,52	399	99	1	1.0	0.0,0.006,0.018	0.005,0.022,0.009	-0.004
140	"AT5G65010"	"ASN2"	chr5	+	25972062	25972575	25972065	25972575	25971876	25971984	140	0,0,1	476,378,645	0,0,0	881,436,820	102	99	1	1.0	0.0,0.0,0.002	0.0,0.0,0.0	0.001
142	"AT2G32010"	"CVL1"	chr2	+	13628602	13628700	13628636	13628700	13627858	13628110	142	59,45,62	4,2,3	103,55,96	4,3,0	133	99	0.199667338385	0.943228506531	0.917,0.944,0.939	0.95,0.932,1.0	-0.027
144	"AT2G37260"	"WRKY44"	chr2	+	15645767	15646408	15645773	15646408	15645575	15645701	144	16,23,24	0,1,3	23,13,28	0,1,1	105	99	1	1.0	1.0,0.956,0.883	1.0,0.925,0.964	-0.017
145	"AT5G45190"	"CYCT1-5"	chr5	-	18279996	18280078	18279996	18280071	18280506	18280765	145	53,61,94	0,0,1	75,54,96	0,0,1	106	99	1	1.0	1.0,1.0,0.989	1.0,1.0,0.989	0.0
146	"AT4G21280"	"PSBQ1"	chr4	+	11335091	11335390	11335094	11335390	11334401	11334722	146	2,1,3	11242,9539,14824	1,5,7	18601,9169,22275	102	99	1	1.0	0.0,0.0,0.0	0.0,0.001,0.0	-0.0
148	"AT4G02880"	"AT4G02880"	chr4	+	1275741	1276403	1275753	1276403	1275475	1275638	148	11,6,9	20,24,34	7,8,9	39,23,24	111	99	0.622063011303	1.0	0.329,0.182,0.191	0.138,0.237,0.251	0.025
150	"AT3G62300"	"DUF7"	chr3	+	23055756	23055844	23055759	23055844	23055323	23055572	150	16,16,21	36,28,33	17,6,38	46,34,72	102	99	0.170176419247	0.882236560137	0.301,0.357,0.382	0.264,0.146,0.339	0.097
152	"AT1G16180"	"AT1G16180"	chr1	+	5540859	5541088	5540862	5541088	5540426	5540531	152	11,16,31	121,96,237	39,12,27	253,102,219	102	99	0.751352167074	1.0	0.081,0.139,0.113	0.13,0.102,0.107	-0.002
153	"AT4G21720"	"AT4G21720"	chr4	+	11543743	11543899	11543795	11543899	11543532	11543586	153	6,3,9	21,23,53	9,3,9	32,17,34	151	99	0.390911827842	1.0	0.158,0.079,0.1	0.156,0.104,0.148	-0.024
