ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
116	"AT1G04020"	"BARD1"	chr1	+	1037920	1038175	1037923	1038175	1037530	1037746	116	9,4,8	27,18,38	4,1,2	24,17,39	101	99	0.00573317171669	0.133764969445	0.246,0.179,0.171	0.14,0.055,0.048	0.118
117	"AT5G45510"	"AT5G45510"	chr5	+	18448937	18449446	18449020	18449446	18445186	18448755	117	24,21,34	220,150,274	38,27,41	246,204,312	181	99	0.461364326931	1.0	0.056,0.071,0.064	0.078,0.068,0.067	-0.007
119	"AT4G10480"	"AT4G10480"	chr4	-	6478515	6478640	6478515	6478637	6478832	6478920	119	952,749,1303	9,12,16	980,562,1059	9,6,11	101	99	0.527341771029	1.0	0.99,0.984,0.988	0.991,0.989,0.99	-0.003
120	"AT1G54080"	"UBP1A"	chr1	-	20185312	20185400	20185312	20185388	20185573	20185661	120	10,3,6	258,196,303	11,3,17	291,173,316	110	99	0.110080705896	0.753653894339	0.034,0.014,0.018	0.033,0.015,0.046	-0.009
121	"AT1G76440"	"AT1G76440"	chr1	-	28682821	28683044	28682821	28683009	28683672	28683750	121	38,18,18	16,8,9	34,17,16	29,6,25	133	99	0.0947909436064	0.669268766827	0.639,0.626,0.598	0.466,0.678,0.323	0.132
122	"AT1G17130"	"AT1G17130"	chr1	+	5854864	5855035	5854885	5855035	5854147	5854461	122	22,27,36	106,105,143	24,15,38	116,77,119	119	99	1	1.0	0.147,0.176,0.173	0.147,0.139,0.21	-0.0
124	"AT5G01520"	"AT5G01520"	chr5	+	208169	208611	208188	208611	207866	208101	124	0,1,0	15,17,32	0,0,0	43,20,45	117	99	1	1.0	0.0,0.047,0.0	0.0,0.0,0.0	0.016
125	"AT5G18420"	"AT5G18420"	chr5	-	6105904	6105989	6105904	6105986	6106199	6106341	125	30,18,27	42,36,35	25,20,29	29,35,46	101	99	0.948393702242	1.0	0.412,0.329,0.431	0.458,0.359,0.382	-0.009
126	"AT1G29120"	"AT1G29120"	chr1	+	10175212	10175363	10175215	10175363	10174280	10174670	126	13,14,33	128,83,171	23,12,26	145,66,127	101	99	0.505232231646	1.0	0.091,0.142,0.159	0.135,0.151,0.167	-0.02
127	"AT1G29120"	"AT1G29120"	chr1	+	10177134	10177190	10177137	10177190	10176986	10177042	127	2,0,0	137,110,181	0,0,0	139,70,157	101	99	1	1.0	0.014,0.0,0.0	0.0,0.0,0.0	0.005
129	"AT1G28610"	"AT1G28610"	chr1	-	10054233	10054760	10054233	10054510	10054865	10055081	129	61,66,67	0,1,0	109,77,124	0,0,0	198	99	1	1.0	1.0,0.971,1.0	1.0,1.0,1.0	-0.01
131	"AT2G39470"	"PNSL1"	chr2	+	16477367	16477464	16477369	16477464	16477211	16477283	131	1042,790,1051	1,2,1	1299,902,1581	0,2,6	100	99	1	1.0	0.999,0.997,0.999	1.0,0.998,0.996	0.0
132	"AT1G05170"	"B3GALT2"	chr1	-	1493327	1493401	1493327	1493392	1493494	1493591	132	32,42,62	7,14,13	70,34,75	12,7,22	107	99	0.781440896885	1.0	0.809,0.735,0.815	0.844,0.818,0.759	-0.021
133	"AT4G24620"	"PGI1"	chr4	-	12708751	12709106	12708751	12709102	12709192	12709259	133	451,293,512	0,0,1	496,393,613	2,1,2	102	99	1	1.0	1.0,1.0,0.998	0.996,0.997,0.997	0.003
134	"AT1G49870"	"AT1G49870"	chr1	+	18460907	18461054	18460916	18461054	18460211	18460464	134	2,0,2	15,14,14	2,4,3	12,9,18	107	99	0.0553448842343	0.544781450284	0.11,0.0,0.117	0.134,0.291,0.134	-0.111
135	"AT3G27460"	"AT3G27460"	chr3	-	10160563	10160673	10160563	10160670	10160879	10160956	135	4,17,13	10,8,15	12,2,14	10,3,8	101	99	0.531388452911	1.0	0.282,0.676,0.459	0.54,0.395,0.632	-0.05
137	"AT4G13250"	"NYC1"	chr4	-	7685840	7685915	7685840	7685909	7686007	7686143	137	305,272,560	1,0,1	323,201,444	0,0,0	104	99	1	1.0	0.997,1.0,0.998	1.0,1.0,1.0	-0.002
138	"AT3G09350"	"Fes1A"	chr3	+	2871387	2871830	2871687	2871830	2871044	2871301	138	0,1,4	50,38,54	1,2,2	46,22,52	198	99	0.636700308038	1.0	0.0,0.013,0.036	0.011,0.043,0.019	-0.008
140	"AT5G65010"	"ASN2"	chr5	+	25972062	25972575	25972065	25972575	25971876	25971984	140	0,0,1	476,378,645	0,0,0	881,436,820	101	99	1	1.0	0.0,0.0,0.002	0.0,0.0,0.0	0.001
142	"AT2G32010"	"CVL1"	chr2	+	13628602	13628700	13628636	13628700	13627858	13628110	142	59,45,62	4,2,3	103,55,96	4,3,0	132	99	0.201190190133	0.945834359988	0.917,0.944,0.939	0.951,0.932,1.0	-0.028
144	"AT2G37260"	"WRKY44"	chr2	+	15645767	15646408	15645773	15646408	15645575	15645701	144	16,23,24	0,1,3	23,13,28	0,1,1	104	99	1	1.0	1.0,0.956,0.884	1.0,0.925,0.964	-0.016
145	"AT5G45190"	"CYCT1-5"	chr5	-	18279996	18280078	18279996	18280071	18280506	18280765	145	53,61,94	0,0,1	75,54,96	0,0,1	105	99	1	1.0	1.0,1.0,0.989	1.0,1.0,0.989	0.0
146	"AT4G21280"	"PSBQ1"	chr4	+	11335091	11335390	11335094	11335390	11334401	11334722	146	2,1,3	11242,9539,14824	1,5,7	18601,9169,22275	101	99	1	1.0	0.0,0.0,0.0	0.0,0.001,0.0	-0.0
148	"AT4G02880"	"AT4G02880"	chr4	+	1275741	1276403	1275753	1276403	1275475	1275638	148	11,6,9	20,24,34	7,8,9	39,23,24	110	99	0.622186542867	1.0	0.331,0.184,0.192	0.139,0.238,0.252	0.026
150	"AT3G62300"	"DUF7"	chr3	+	23055756	23055844	23055759	23055844	23055323	23055572	150	16,16,21	36,28,33	17,6,38	46,34,72	101	99	0.170181277399	0.876937937731	0.303,0.359,0.384	0.266,0.147,0.341	0.097
152	"AT1G16180"	"AT1G16180"	chr1	+	5540859	5541088	5540862	5541088	5540426	5540531	152	11,16,31	121,96,237	39,12,27	253,102,219	101	99	0.751377082305	1.0	0.082,0.14,0.114	0.131,0.103,0.108	-0.002
153	"AT4G21720"	"AT4G21720"	chr4	+	11543743	11543899	11543795	11543899	11543532	11543586	153	6,3,9	21,23,53	9,3,9	32,17,34	150	99	0.390510816022	1.0	0.159,0.079,0.101	0.157,0.104,0.149	-0.024
