ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
73	38,28,44	3,5,8	64,26,59	2,3,4	104	99
74	32,22,62	223,184,332	48,34,50	411,204,412	198	99
75	7,6,11	201,135,257	9,8,12	232,155,275	129	99
77	0,0,3	28,35,66	1,1,5	92,19,57	101	99
78	51,62,106	27,30,28	138,34,161	47,16,44	101	99
79	154,115,145	0,1,3	169,109,161	0,0,2	108	99
80	4,3,6	0,0,1	6,6,17	0,0,2	119	99
81	181,136,199	33,26,51	313,180,348	74,34,70	120	99
82	3,0,4	24,12,40	3,1,2	30,16,13	101	99
83	98,94,122	0,0,1	155,100,189	1,5,0	101	99
86	0,0,0	322,306,436	0,0,2	451,294,542	128	99
88	307,263,314	323,243,420	314,183,303	371,271,549	161	99
89	62,44,84	0,0,0	61,27,67	1,0,0	103	99
90	415,336,555	0,1,0	562,410,636	2,0,0	106	99
91	24,9,25	141,101,164	31,18,20	210,126,224	102	99
92	62,50,64	117,69,145	60,29,73	136,74,132	101	99
93	8,1,4	132,73,134	3,5,4	135,92,124	101	99
94	205,159,232	1,0,0	246,133,320	0,0,2	131	99
95	137,94,171	3,0,0	106,51,116	0,1,0	198	99
96	9,4,7	3,7,4	12,7,12	6,0,8	117	99
98	3,0,6	98,87,152	6,0,2	129,88,170	104	99
99	65,41,77	2,9,6	55,44,64	2,2,3	101	99
100	0,1,0	52,37,61	1,0,0	99,47,85	198	99
101	87,55,101	95,71,87	85,60,112	58,56,90	101	99
102	1,1,2	558,425,674	3,0,2	780,432,920	134	99
103	3,4,16	166,145,226	2,7,10	209,115,204	101	99
104	3,4,6	13,9,24	11,1,1	36,21,24	122	99
105	640,731,1325	4,3,6	1067,422,1170	0,0,1	102	99
106	1,1,0	69,77,113	0,0,2	148,72,152	125	99
108	172,165,183	6,4,2	344,169,334	7,6,5	108	99
116	9,4,8	27,18,38	4,1,2	24,17,39	101	99
117	24,21,34	220,150,274	38,27,41	246,204,312	181	99
119	952,749,1303	9,12,16	980,562,1059	9,6,11	101	99
120	10,3,6	258,196,303	11,3,17	291,173,316	110	99
121	38,18,18	16,8,9	34,17,16	29,6,25	133	99
122	22,27,36	106,105,143	24,15,38	116,77,119	119	99
124	0,1,0	15,17,32	0,0,0	43,20,45	117	99
125	30,18,27	42,36,35	25,20,29	29,35,46	101	99
126	13,14,33	128,83,171	23,12,26	145,66,127	101	99
127	2,0,0	137,110,181	0,0,0	139,70,157	101	99
129	61,66,67	0,1,0	109,77,124	0,0,0	198	99
131	1042,790,1051	1,2,1	1299,902,1581	0,2,6	100	99
132	32,42,62	7,14,13	70,34,75	12,7,22	107	99
133	451,293,512	0,0,1	496,393,613	2,1,2	102	99
134	2,0,2	15,14,14	2,4,3	12,9,18	107	99
135	4,17,13	10,8,15	12,2,14	10,3,8	101	99
137	305,272,560	1,0,1	323,201,444	0,0,0	104	99
138	0,1,4	50,38,54	1,2,2	46,22,52	198	99
140	0,0,1	476,378,645	0,0,0	881,436,820	101	99
142	59,45,62	4,2,3	103,55,96	4,3,0	132	99
144	16,23,24	0,1,3	23,13,28	0,1,1	104	99
145	53,61,94	0,0,1	75,54,96	0,0,1	105	99
146	2,1,3	11242,9539,14824	1,5,7	18601,9169,22275	101	99
148	11,6,9	20,24,34	7,8,9	39,23,24	110	99
150	16,16,21	36,28,33	17,6,38	46,34,72	101	99
152	11,16,31	121,96,237	39,12,27	253,102,219	101	99
153	6,3,9	21,23,53	9,3,9	32,17,34	150	99
154	35,22,61	177,136,257	31,10,23	232,136,242	119	99
155	7968,6607,10116	18,20,28	14102,8480,16352	22,13,34	102	99
157	11,6,18	6,0,7	9,7,20	1,1,3	104	99
158	2,2,7	2,1,3	6,0,13	1,1,3	101	99
159	285,157,417	0,1,0	326,155,368	0,0,0	104	99
163	41,43,77	6,5,10	123,63,80	6,5,2	119	99
164	132,90,155	12,5,8	155,83,159	18,7,11	106	99
165	92,76,126	2,1,1	89,65,112	1,2,4	153	99
166	6,5,3	111,70,126	9,6,7	60,24,62	109	99
167	58,51,83	0,0,0	102,73,85	1,0,0	105	99
168	3,5,5	34,16,20	2,0,7	15,10,31	101	99
169	19,9,9	10,8,18	41,21,39	38,28,29	109	99
171	2,3,1	118,116,188	11,4,9	182,116,223	101	99
172	4,1,0	1,6,2	19,8,12	12,11,12	101	99
173	2,1,4	0,3,0	17,12,18	14,6,12	101	99
174	0,1,4	1,5,1	29,16,33	11,4,9	109	99
175	120,109,143	80,76,91	254,147,315	190,95,197	101	99
176	185,131,270	30,31,48	223,148,253	36,34,46	101	99
177	22,26,47	110,69,120	38,21,28	113,77,136	101	99
179	29,26,22	3,0,2	30,19,35	2,0,3	101	99
180	73,74,124	3,11,12	83,64,93	12,7,5	104	99
181	3,4,15	3,0,5	11,4,19	22,9,12	132	99
182	41,38,69	0,0,0	41,26,58	0,0,3	101	99
183	0,1,0	327,248,403	0,0,0	314,228,455	116	99
185	5,1,10	59,40,91	7,3,3	22,9,25	198	99
187	0,0,0	61,51,75	0,0,1	49,44,63	121	99
188	64,37,49	0,0,0	71,34,87	2,0,2	112	99
189	141,132,237	7,11,21	227,112,228	15,6,33	107	99
190	47,32,71	2,0,8	98,37,81	3,2,1	167	99
191	74,51,80	0,0,0	103,51,133	1,0,3	131	99
192	107,73,128	2,2,3	118,62,135	3,0,5	102	99
193	132,108,156	12,15,13	186,134,164	29,7,23	113	99
194	1,1,0	75,55,119	1,0,0	90,39,81	119	99
195	0,0,1	3,0,2	0,0,0	1,0,4	114	99
197	0,1,2	2,0,0	10,11,4	1,0,0	121	99
198	0,1,2	11,13,21	10,11,4	15,3,13	198	99
199	2,0,0	11,13,21	1,0,0	15,3,13	196	99
200	4,4,4	23,30,34	9,3,7	50,26,65	101	99
201	308,250,368	12,7,8	256,204,387	7,7,7	116	99
202	156,125,218	44,41,74	185,115,213	66,35,65	101	99
203	82,104,139	52,35,63	160,92,133	83,44,72	101	99
204	1,0,0	98,57,124	0,0,2	110,74,99	114	99
207	4,8,3	20,20,47	7,2,7	38,14,33	101	99
208	25,33,37	0,0,0	38,21,41	0,0,1	104	99
209	4,3,6	217,158,302	4,6,5	224,155,287	116	99
210	377,287,502	0,0,2	507,319,602	0,0,1	128	99
211	34,16,55	0,0,3	27,26,37	3,1,3	101	99
212	30,28,30	0,0,0	29,13,24	2,1,0	121	99
215	28,23,52	27,32,27	51,10,54	36,9,31	103	99
216	57,46,68	3,0,2	60,35,81	6,6,5	133	99
219	0,2,6	63,57,95	0,0,2	109,50,104	103	99
222	3,2,13	5,4,2	9,7,15	8,5,6	153	99
224	0,0,0	0,0,1	0,0,1	0,0,2	153	99
225	154,97,137	27,30,40	138,78,155	26,12,50	110	99
226	0,0,0	1,7,13	1,0,1	13,6,18	108	99
228	103,76,138	7,5,9	223,67,138	20,7,14	104	99
229	1,0,0	71,56,86	0,0,0	88,50,101	146	99
230	9,14,23	27,30,35	22,11,21	34,25,50	101	99
231	93,59,104	0,1,0	165,73,146	0,0,0	122	99
232	2,4,2	0,0,0	4,2,2	1,0,2	106	99
234	159,153,232	0,0,2	251,139,289	1,0,2	126	99
236	12,6,13	2,7,8	12,6,15	11,7,6	107	99
237	31,17,12	47,29,54	21,19,21	46,23,51	101	99
238	55,64,92	2,2,5	117,47,124	5,1,6	102	99
240	2480,1969,2850	323,264,356	3426,2598,4658	456,348,667	104	99
241	86,74,94	0,0,0	111,56,122	1,2,0	104	99
242	51,61,94	43,50,48	83,59,118	89,65,91	162	99
243	454,332,530	4,2,12	458,318,567	7,3,6	198	99
244	151,99,137	22,23,38	135,99,154	33,11,33	115	99
245	6,8,12	19,19,35	14,4,12	30,13,43	103	99
247	169,157,277	0,8,8	303,167,270	4,2,10	171	99
248	6,5,4	37,36,63	8,6,10	49,28,58	101	99
252	1438,1176,2167	9,6,11	1803,780,1847	6,0,7	107	99
255	0,3,3	2,0,1	2,0,5	2,3,1	115	99
256	3,2,12	5,7,9	12,5,9	14,4,27	101	99
258	198,171,254	0,0,0	233,194,300	1,0,0	101	99
259	109,92,150	76,46,125	202,96,177	133,57,142	101	99
260	184,131,230	2,0,0	261,150,229	1,0,0	101	99
261	68,44,85	25,34,35	62,43,73	31,14,42	101	99
262	10,14,23	3,2,3	10,12,18	1,0,3	132	99
263	185,126,219	0,0,1	290,167,331	1,1,1	132	99
264	149,84,211	2,0,0	268,145,236	2,1,3	198	99
265	22,27,42	11,7,16	38,14,43	15,9,13	103	99
267	8,1,7	0,1,2	3,0,3	1,0,1	101	99
268	111,77,114	0,0,1	78,49,113	0,0,0	102	99
269	5,1,5	0,0,1	2,4,9	0,0,1	102	99
270	1,2,2	79,70,102	3,2,7	118,83,90	101	99
271	0,0,0	97,59,101	3,2,2	106,93,148	101	99
272	80,65,86	3,6,4	84,33,75	7,5,2	111	99
273	3572,3198,5410	0,0,4	4639,2364,5604	6,0,0	101	99
275	46,28,60	2,0,0	74,50,96	3,1,3	103	99
276	1,3,0	270,231,307	8,1,3	401,235,381	113	99
277	33,27,49	237,205,312	50,21,33	381,217,369	102	99
278	157,173,212	0,0,0	362,174,391	1,1,3	110	99
279	9,13,11	52,66,84	35,9,18	197,54,179	109	99
280	6,5,8	4,2,5	12,2,11	3,1,1	104	99
281	161,140,197	0,0,0	175,96,160	1,0,0	104	99
282	72,45,93	4,2,1	85,48,82	1,1,2	188	99
283	20,12,24	3,1,1	16,8,15	0,1,1	188	99
284	49,46,59	10,9,16	46,28,62	10,8,11	105	99
285	54,61,89	6,3,3	78,46,81	8,2,4	104	99
287	12,21,22	10,10,16	38,15,26	21,12,24	101	99
288	0,2,2	4,2,6	1,0,1	10,5,7	175	99
290	1,1,3	7,0,8	4,2,1	8,7,6	112	99
291	223,125,217	451,256,462	152,89,172	371,216,374	101	99
292	294,214,322	103,102,165	138,46,121	59,22,57	101	99
293	289,189,343	299,230,349	95,65,134	143,74,149	104	99
294	66,44,80	32,21,37	75,47,93	54,25,43	155	99
295	0,0,0	3,1,0	0,1,0	3,0,5	126	99
296	0,1,0	0,4,1	0,1,1	2,1,3	108	99
297	102,84,122	8,1,8	152,63,133	2,2,6	103	99
298	823,680,976	1,0,1	1226,758,1298	2,0,1	107	99
299	65,50,81	1,0,0	85,62,81	3,1,2	101	99
300	95,54,138	1,1,0	94,62,124	2,0,0	108	99
302	50,40,82	2,1,5	75,46,112	2,0,3	119	99
303	8,3,9	15,10,21	9,3,4	32,17,38	101	99
304	2,5,9	80,72,113	11,11,8	217,102,172	102	99
305	92,67,100	0,0,2	112,50,109	1,2,0	171	99
306	2,4,7	80,63,119	12,6,8	135,49,126	101	99
307	32,30,39	54,46,71	43,17,39	52,33,77	101	99
308	9,10,20	11,3,3	10,9,29	12,5,28	107	99
310	23,19,50	28,41,60	44,20,51	31,9,24	137	99
311	0,0,1	30,2,23	0,0,0	3,3,3	116	99
312	0,0,0	44,31,61	1,0,0	60,33,55	125	99
314	12,6,5	16,13,12	14,4,13	13,4,21	101	99
315	20,10,24	24,14,26	41,17,32	22,9,23	131	99
316	18,23,37	1,4,4	42,3,29	3,0,4	101	99
317	22,27,51	97,85,173	44,40,62	192,87,222	112	99
320	2,1,5	2,0,0	7,2,9	5,5,5	124	99
321	29,22,30	40,28,35	32,9,14	38,19,40	101	99
322	767,599,877	14,7,10	797,512,961	11,7,11	101	99
323	2,5,8	0,1,4	5,1,5	6,0,2	101	99
325	10,6,6	38,34,46	5,8,8	38,22,59	101	99
326	6,9,11	23,24,33	9,3,13	34,14,38	110	99
327	388,346,488	0,0,2	598,276,467	0,0,0	116	99
329	301,224,309	0,0,0	361,238,373	0,1,0	198	99
330	216,166,339	3,1,1	306,157,322	7,5,5	119	99
331	59,37,70	74,59,82	64,44,71	110,47,71	101	99
332	104,73,111	7,5,12	122,76,115	13,10,14	101	99
334	0,0,0	69,40,120	1,0,2	96,14,56	134	99
335	55,58,50	21,15,18	52,33,65	22,10,23	101	99
336	181,172,237	4,9,6	241,117,257	1,0,2	134	99
337	72,48,83	2,2,0	38,29,55	1,1,1	119	99
339	52,52,65	40,19,44	79,32,54	45,13,43	101	99
340	22,11,32	31,44,56	31,22,45	63,41,77	143	99
341	99,63,109	4,1,1	91,42,110	4,1,1	101	99
343	43,25,55	0,1,1	53,30,70	1,0,1	104	99
345	89,97,143	2,0,0	102,44,99	0,0,0	128	99
346	51,34,40	5,1,4	81,59,60	0,0,5	198	99
347	72,42,97	28,24,27	79,50,89	31,15,45	101	99
348	8,12,10	92,70,144	8,6,13	107,68,138	104	99
349	114,93,154	5,7,9	154,93,147	13,10,25	145	99
350	27,28,38	1,3,5	27,14,30	2,3,3	101	99
351	24,10,44	8,6,15	26,21,49	13,6,8	114	99
352	824,645,1009	11,14,33	1069,609,1108	25,17,26	101	99
354	1,0,1	72,57,117	0,0,0	75,22,73	188	99
355	278,219,304	1,0,1	343,196,429	0,3,2	104	99
356	136,150,177	0,0,0	264,97,234	5,1,0	107	99
358	76,63,103	4,6,3	64,49,91	6,1,4	109	99
359	6,9,14	43,31,68	22,7,13	81,55,93	101	99
360	0,0,0	1,0,0	1,0,0	0,0,1	102	99
361	37,33,59	0,0,1	79,39,85	0,1,0	163	99
362	0,0,1	71,38,78	0,0,0	72,50,55	170	99
363	10,10,14	9,5,8	9,11,15	5,4,14	101	99
364	53,30,49	4,5,6	81,32,72	4,3,11	103	99
365	117,94,178	3,1,9	120,88,174	4,6,5	101	99
366	9,12,12	57,44,64	5,5,9	37,23,45	101	99
367	96,91,135	8,14,4	152,70,150	10,7,11	128	99
368	3,2,5	89,99,118	1,6,1	112,84,130	137	99
370	107,82,151	1,0,1	183,113,184	0,0,1	113	99
371	39,25,43	12,10,14	20,7,9	5,3,13	138	99
372	214,170,273	4,4,10	355,113,292	4,5,6	101	99
376	98,65,127	0,1,0	102,60,117	2,0,0	134	99
377	0,2,5	132,95,163	6,4,4	192,85,205	101	99
378	47,50,59	1,0,0	61,46,51	0,0,0	198	99
379	23,18,26	1,0,0	20,4,30	0,0,0	107	99
382	0,7,13	8,2,17	17,12,14	19,5,20	110	99
383	26,19,27	20,17,46	31,10,28	41,23,38	117	99
384	1,4,13	49,32,81	6,2,18	75,26,55	139	99
386	859,660,1034	0,0,1	918,551,956	0,1,1	110	99
387	28,17,40	11,5,9	52,33,34	16,10,17	103	99
388	1,0,2	51,53,88	1,0,0	74,24,52	155	99
389	3,8,7	10,10,7	2,5,9	17,12,29	101	99
390	51,36,59	30,24,33	67,42,79	39,33,51	101	99
391	24,22,36	1,1,0	39,21,50	3,0,0	107	99
392	1,0,0	11,9,24	0,2,0	14,4,18	198	99
393	32,30,44	15,1,9	41,29,48	11,4,11	101	99
394	123,68,139	31,17,40	114,72,126	35,16,40	119	99
395	6,5,12	91,98,127	6,5,9	109,48,111	103	99
398	9,6,12	4,8,12	9,5,19	8,5,6	104	99
399	104,59,116	0,1,1	79,53,102	0,0,0	198	99
400	86,69,100	0,1,0	107,56,96	3,3,2	108	99
401	5,1,2	69,59,76	4,0,4	90,68,140	118	99
404	0,0,0	490,475,695	0,1,0	1921,957,1469	107	99
405	2,2,7	8,5,7	7,2,18	15,2,8	110	99
406	11,12,21	8,5,7	9,9,14	15,2,8	116	99
407	11,12,20	2,2,6	9,9,14	7,2,18	104	99
408	0,0,1	27,21,42	0,0,0	34,19,44	170	99
410	8,9,5	10,3,4	5,0,5	3,4,14	112	99
411	9,7,6	241,205,270	8,0,7	307,224,385	112	99
412	4,2,5	285,262,387	1,2,5	339,181,377	101	99
413	86,83,129	45,36,49	144,70,183	60,36,73	101	99
415	0,0,0	3,5,2	0,0,1	0,2,4	101	99
417	0,0,5	4,8,10	4,0,5	12,10,13	107	99
418	2,2,0	53,50,71	0,1,0	69,43,67	155	99
419	41,24,55	11,8,5	59,35,58	5,4,5	102	99
420	41,25,55	4,11,10	59,36,59	16,12,12	170	99
421	11,9,5	4,11,10	5,5,6	16,12,12	166	99
422	521,491,680	0,0,0	914,502,941	1,1,0	131	99
423	8,9,13	7,8,8	27,19,12	12,5,10	101	99
424	18,7,16	34,15,28	19,10,16	19,13,19	101	99
425	11,5,12	26,17,39	13,5,18	36,26,33	113	99
426	179,149,260	3,0,2	182,112,213	5,1,1	116	99
427	164,96,17	0,0,0	14,203,48	0,0,7	161	99
428	168,99,22	0,0,2	17,204,52	0,0,0	198	99
429	172,100,25	0,0,0	21,208,56	2,0,0	198	99
430	4,3,5	0,0,2	4,2,11	0,0,0	137	99
431	9,6,8	0,0,0	10,6,15	2,0,0	167	99
432	5,3,5	0,0,0	6,4,4	2,0,0	128	99
433	75,39,62	16,13,19	137,27,217	18,14,7	119	99
434	11,5,4	0,4,1	19,6,6	0,4,0	137	99
435	5,3,3	14,8,16	6,4,146	6,2,9	128	99
436	5,3,3	19,0,0	6,4,146	0,0,0	137	99
437	6,5,3	0,0,0	9,7,149	0,0,3	161	99
438	14,8,16	19,0,0	6,2,9	0,0,0	107	99
439	15,10,16	0,0,0	9,5,12	0,0,3	131	99
440	20,2,0	0,0,0	3,3,3	0,0,3	122	99
442	60,28,62	0,0,0	60,36,52	0,0,2	136	99
443	41642,34765,50418	215,140,52	65430,39452,80664	58,34,74	119	99
445	100,75,100	16,12,18	132,66,136	29,12,27	101	99
448	130,82,160	6,1,4	195,119,193	5,2,2	101	99
450	34,44,61	0,0,0	49,14,60	0,0,1	101	99
451	81,45,108	44,51,90	65,45,75	63,44,62	101	99
452	2,3,3	148,122,194	1,0,4	238,128,234	119	99
453	621,760,876	117,146,181	1325,651,1324	253,118,257	101	99
454	19,23,43	7,7,14	40,19,23	12,3,9	101	99
455	88,109,158	0,2,4	103,42,90	2,3,2	124	99
459	137,83,134	94,75,142	134,117,175	121,91,164	101	99
460	5,8,13	151,117,204	5,5,13	173,113,150	146	99
461	1,5,6	246,220,376	7,3,15	498,231,495	112	99
463	87,118,147	53,50,81	170,87,198	58,25,63	101	99
464	4,0,3	518,554,914	12,10,11	882,403,902	117	99
465	152,104,262	3,1,0	251,114,239	1,0,2	111	99
468	38,46,54	5,2,6	55,20,67	10,3,3	109	99
470	52,33,66	0,4,0	40,25,54	2,1,0	161	99
471	0,3,11	58,55,72	10,4,4	73,26,72	119	99
473	1,4,4	39,37,48	1,3,7	79,43,53	122	99
475	36,31,39	0,1,0	57,37,40	0,0,0	106	99
476	65,46,95	141,73,146	61,52,98	114,71,171	101	99
477	14,6,16	5,5,5	23,8,9	5,4,14	101	99
478	357,270,539	68,68,141	596,277,534	126,41,151	101	99
479	14,15,17	108,66,126	17,5,8	118,51,105	101	99
480	1,1,3	0,0,1	0,1,2	4,1,6	161	99
481	51,33,70	3,2,1	56,34,64	3,2,8	143	99
482	2,0,1	119,92,153	4,1,0	175,120,197	127	99
483	20,24,53	0,0,3	38,19,42	0,2,0	110	99
485	16,15,33	0,0,0	40,7,28	2,0,2	102	99
486	54,60,120	10,14,17	108,50,120	14,17,16	115	99
487	9,13,15	3,1,3	27,5,8	6,1,3	101	99
488	190,139,190	54,38,72	244,120,258	83,42,75	101	99
489	68,63,122	2,2,6	70,31,86	3,4,3	116	99
490	3,3,10	248,192,341	8,3,22	381,258,453	107	99
491	40,21,41	132,94,162	25,17,27	123,79,114	101	99
495	55,58,60	13,16,14	79,48,84	31,15,22	101	99
496	19,10,18	20,7,18	15,13,19	14,9,14	113	99
497	1,1,1	24,10,21	0,0,1	16,13,15	198	99
498	47,30,50	18,26,32	18,15,24	12,9,18	101	99
499	18,10,16	5,2,6	17,12,25	8,3,3	158	99
500	2,4,4	220,152,256	6,2,6	219,137,242	110	99
501	139,54,133	1,2,3	94,74,87	1,2,5	100	99
502	26,29,69	1,0,0	71,33,60	0,0,0	107	99
503	27,23,47	3,0,0	29,3,30	0,2,0	104	99
506	45,30,63	51,34,89	60,32,73	86,32,89	101	99
510	5,15,5	4,5,23	11,10,10	11,4,11	101	99
511	182,157,218	1,1,0	262,67,194	0,0,1	110	99
512	160,144,195	125,130,183	286,154,345	277,176,300	101	99
513	48,38,43	285,236,352	64,37,73	387,241,425	113	99
515	32,27,65	11,13,23	78,47,83	20,10,29	198	99
516	8,9,8	14,9,6	34,7,35	31,13,14	101	99
517	21,30,43	2,1,9	62,14,50	14,4,14	104	99
518	1,2,1	56,48,89	4,2,0	59,52,73	101	99
519	1,1,1	9,13,9	0,0,0	9,9,14	145	99
520	4,9,9	44,32,81	13,11,9	87,22,67	113	99
521	0,0,2	2,0,0	0,0,0	1,0,5	101	99
523	110,78,136	0,0,0	127,58,118	0,0,1	115	99
524	68,49,96	628,442,705	77,36,93	635,425,802	102	99
525	3,0,4	1,0,0	0,4,2	3,2,1	117	99
527	54,35,43	113,89,164	65,38,61	139,80,182	116	99
529	7,6,10	15,10,18	11,5,17	19,19,25	101	99
530	122,119,195	0,0,0	182,92,196	1,0,0	103	99
531	45,42,70	88,80,140	86,51,84	204,104,225	101	99
532	3,4,3	0,0,0	2,1,5	3,2,5	129	99
535	135,77,170	76,56,108	173,88,175	111,60,132	101	99
537	155,109,258	0,0,1	265,150,231	2,0,3	113	99
538	2,0,0	213,221,298	1,2,3	402,153,335	113	99
539	4,16,13	84,60,106	20,9,18	120,79,135	104	99
540	0,0,0	46,26,48	1,0,0	65,25,61	101	99
541	59,52,67	11,14,26	70,44,58	10,7,16	106	99
542	613,620,1082	226,223,370	1281,502,1357	441,168,511	101	99
544	352,294,445	1,1,2	1053,621,1107	3,3,7	108	99
545	0,2,0	0,3,5	3,0,3	2,1,0	106	99
546	97,87,143	21,14,23	134,84,155	31,12,21	101	99
547	49,64,90	0,0,0	45,24,58	2,0,0	117	99
548	10,20,34	174,213,394	22,7,34	445,131,324	111	99
550	8,2,7	4,6,7	9,2,7	1,1,4	101	99
551	17,3,3	29,19,38	3,1,9	38,12,40	101	99
552	13,2,2	66,54,103	8,4,5	50,20,47	104	99
554	774,686,1083	1,7,4	699,380,918	2,2,8	104	99
557	180,137,218	43,44,52	214,115,232	43,23,61	101	99
558	5,5,14	15,15,37	19,13,6	29,17,43	119	99
559	44,36,51	15,18,39	56,24,62	41,20,29	102	99
560	35,26,41	25,24,39	27,30,38	30,18,29	101	99
561	6,2,7	0,0,1	7,3,5	0,0,2	105	99
565	206,176,339	4,3,7	337,159,356	5,3,5	104	99
566	26,29,47	0,4,3	36,23,41	5,1,5	101	99
567	72,65,92	0,0,1	82,48,99	0,0,0	198	99
568	13,4,13	9,9,11	9,5,10	20,10,15	101	99
569	3,3,5	0,0,2	4,0,2	3,0,0	134	99
570	9,6,19	33,15,28	29,15,22	26,19,25	130	99
571	17,7,15	104,81,85	24,16,24	118,78,165	109	99
572	39,33,62	1,1,3	115,47,100	4,2,6	112	99
573	70,66,133	8,5,13	101,41,103	4,5,19	107	99
574	46,30,47	5,1,2	63,48,99	6,2,2	104	99
575	0,0,0	13,14,48	1,0,0	41,24,41	101	99
577	65,61,83	0,0,0	104,56,84	0,0,1	198	99
578	0,0,0	1,0,4	0,0,2	2,0,1	101	99
579	6,1,5	41,38,50	6,1,7	72,38,58	107	99
580	3,3,10	121,102,168	13,6,13	180,93,202	101	99
581	2660,2148,2955	0,2,2	3335,1821,3948	2,1,7	108	99
582	51,40,59	1,0,1	49,31,42	0,0,2	105	99
584	14,9,26	1,0,0	31,3,40	0,0,0	101	99
585	12,12,16	0,0,0	23,10,19	0,1,0	110	99
586	0,1,2	9,9,16	5,1,6	11,7,17	101	99
587	0,0,0	13,15,33	0,0,2	23,10,22	110	99
588	3,2,3	7,6,14	3,1,2	17,9,12	110	99
589	41,40,75	2,8,1	66,49,88	10,6,4	104	99
590	11,4,20	0,0,0	16,10,18	2,0,0	105	99
591	14,11,27	0,0,0	29,22,38	2,0,0	111	99
592	3,7,7	0,0,0	15,12,22	2,0,2	104	99
593	11,5,24	5,3,6	17,12,21	9,6,11	105	99
594	21,21,31	1,0,3	30,6,32	2,0,0	103	99
595	4,4,4	9,8,9	11,5,8	11,5,15	103	99
596	8,3,10	29,25,40	9,6,4	51,7,41	101	99
