ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
27	"AT3G04910"	"WNK1"	chr3	+	1355239	1355277	1355239	1355275	1355717	1355945	27	164,151,238	15,14,20	214,82,215	8,2,15	100	99	0.0147936654109	0.0853101372029	0.915,0.914,0.922	0.964,0.976,0.934	-0.041
28	"AT5G57290"	"RPP3B"	chr5	-	23207637	23207926	23207640	23207926	23206801	23207213	28	706,469,1226	43,41,73	849,814,982	77,52,59	101	99	0.620063830664	1.0	0.941,0.918,0.943	0.915,0.939,0.942	0.002
29	"AT2G47690"	"AT2G47690"	chr2	+	19551262	19551521	19551262	19551517	19551950	19552358	29	0,0,0	438,325,511	2,3,4	513,319,549	102	99	1	1.0	0.0,0.0,0.0	0.004,0.009,0.007	-0.007
34	"AT1G59750"	"ARF1"	chr1	+	21979383	21979619	21979383	21979423	21980383	21980450	34	139,114,174	19,20,16	130,49,112	20,6,9	198	99	0.68653116058	1.0	0.785,0.74,0.845	0.765,0.803,0.862	-0.02
35	"AT1G59750"	"ARF1"	chr1	+	21982823	21982995	21982823	21982989	21983071	21983541	35	153,111,181	4,4,10	131,71,150	0,3,6	104	99	0.17082735437	0.607256143274	0.973,0.964,0.945	1.0,0.957,0.96	-0.012
36	"AT1G59750"	"ARF1"	chr1	+	21982823	21982995	21982823	21982989	21983080	21983541	36	40,27,43	37,20,39	27,16,52	30,18,28	104	99	0.898400795796	1.0	0.507,0.562,0.512	0.461,0.458,0.639	0.008
37	"AT3G03890"	"AT3G03890"	chr3	-	999820	999905	999840	999905	999466	999718	37	4,3,5	173,145,210	0,2,3	227,177,251	118	99	0.381951450185	1.0	0.019,0.017,0.02	0.0,0.009,0.01	0.012
40	"AT1G78620"	"AT1G78620"	chr1	-	29575308	29575794	29575335	29575794	29574727	29574981	40	0,0,1	100,90,140	2,0,0	228,129,193	125	99	1	1.0	0.0,0.0,0.006	0.007,0.0,0.0	-0.0
41	"AT5G42870"	"PAH2"	chr5	-	17187281	17187811	17187296	17187811	17187127	17187201	41	46,49,54	9,7,12	64,51,60	23,14,22	113	99	0.0190449114903	0.104045358563	0.817,0.86,0.798	0.709,0.761,0.705	0.1
45	"AT5G44750"	"REV1"	chr5	+	18056513	18056585	18056513	18056573	18056667	18056754	45	11,9,16	0,2,0	12,4,17	5,3,8	110	99	6.36311528202e-06	0.000106530865528	1.0,0.802,1.0	0.684,0.545,0.657	0.305
47	"AT1G34780"	"APRL4"	chr1	-	12749649	12749837	12749736	12749837	12749441	12749566	47	36,55,77	0,0,0	66,46,76	1,0,1	185	99	1	1.0	1.0,1.0,1.0	0.972,1.0,0.976	0.017
49	"AT5G18630"	"AT5G18630"	chr5	+	6202961	6203037	6202961	6203034	6203415	6203495	49	27,36,61	36,32,58	71,16,63	40,25,53	101	99	0.500191547428	1.0	0.424,0.524,0.508	0.635,0.385,0.538	-0.034
51	"AT4G26510"	"UKL4"	chr4	+	13384061	13384164	13384061	13384106	13384489	13384659	51	1,4,13	17,10,36	4,2,2	44,16,41	156	99	0.00464301388089	0.0344246314883	0.036,0.202,0.186	0.055,0.073,0.03	0.089
53	"AT5G49970"	"PPOX1"	chr5	+	20332398	20332486	20332398	20332469	20332560	20332656	53	0,0,1	257,240,280	0,0,2	346,245,389	115	99	1	1.0	0.0,0.0,0.003	0.0,0.0,0.004	-0.0
59	"AT4G00660"	"RH8"	chr4	+	277359	277487	277359	277444	277838	278737	59	107,69,123	1,3,1	98,117,144	7,13,5	141	99	0.000135552554476	0.00167504228031	0.987,0.942,0.989	0.908,0.863,0.953	0.065
60	"AT4G17830"	"AT4G17830"	chr4	+	9916456	9916716	9916456	9916701	9916792	9916901	60	0,0,0	112,117,188	0,0,1	162,88,200	113	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.004	-0.001
62	"AT2G11000"	"ATMAK10"	chr2	-	4345755	4345841	4345760	4345841	4344896	4345169	62	41,24,48	12,12,23	44,13,45	13,4,15	103	99	0.303876862068	0.891028765047	0.767,0.658,0.667	0.765,0.758,0.742	-0.058
66	"AT1G35470"	"AT1G35470"	chr1	-	13052507	13052567	13052513	13052567	13052048	13052135	66	44,41,61	0,0,0	74,42,68	1,0,0	104	99	1	1.0	1.0,1.0,1.0	0.986,1.0,1.0	0.005
71	"AT1G51690"	"PP2AB1"	chr1	+	19167361	19167568	19167361	19167565	19167960	19168052	71	72,58,89	24,33,41	125,59,122	37,24,60	101	99	0.534027562443	1.0	0.746,0.633,0.68	0.768,0.707,0.666	-0.027
72	"AT4G09980"	"EMB1691"	chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	72	4,5,6	68,40,47	1,2,3	55,34,66	109	99	0.0228506739904	0.116784309603	0.051,0.102,0.104	0.016,0.051,0.04	0.05
73	"AT3G49010"	"RPL13B"	chr3	-	18167290	18167449	18167296	18167449	18166768	18167192	73	2524,1855,3207	0,4,2	2536,1871,2898	10,6,6	104	99	1	1.0	1.0,0.998,0.999	0.996,0.997,0.998	0.002
74	"AT1G29120"	"AT1G29120"	chr1	+	10177613	10177784	10177613	10177782	10177860	10177958	74	0,0,0	143,127,181	0,0,1	146,116,181	100	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.005	-0.002
76	"AT1G11170"	"AT1G11170"	chr1	+	3743579	3743667	3743579	3743633	3743793	3743886	76	0,3,5	11,22,26	0,0,0	13,6,11	132	99	0.00281316830778	0.0214710934079	0.0,0.093,0.126	0.0,0.0,0.0	0.073
77	"AT3G43740"	"AT3G43740"	chr3	+	15644587	15644893	15644587	15644659	15645035	15645107	77	132,85,170	1,0,2	147,69,134	0,0,0	198	99	1	1.0	0.985,1.0,0.977	1.0,1.0,1.0	-0.013
79	"AT2G39470"	"PNSL1"	chr2	+	16476476	16476558	16476476	16476534	16476643	16476748	79	916,833,1136	94,73,105	1252,702,1481	247,145,273	122	99	5.31603649989e-11	2.12232534111e-09	0.888,0.903,0.898	0.804,0.797,0.815	0.091
80	"AT4G35030"	"AT4G35030"	chr4	+	16676954	16677123	16676954	16677118	16677197	16677428	80	0,0,2	36,18,19	0,2,3	24,27,28	103	99	0.242053669608	0.761368815312	0.0,0.0,0.092	0.0,0.066,0.093	-0.022
82	"AT4G17570"	"GATA26"	chr4	-	9785983	9786364	9785995	9786364	9785503	9785903	82	25,29,29	44,32,49	21,9,30	60,30,50	110	99	0.0643849552817	0.271673103994	0.338,0.449,0.348	0.24,0.213,0.351	0.11
83	"AT2G01070"	"AT2G01070"	chr2	+	77144	77400	77144	77281	77474	77865	83	0,0,0	83,44,86	0,0,1	138,68,106	198	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.005	-0.002
84	"AT1G32410"	"AT1G32410"	chr1	+	11693831	11693925	11693831	11693921	11694367	11694496	84	31,25,33	4,6,7	31,25,37	8,2,3	102	99	0.40797149317	1.0	0.883,0.802,0.821	0.79,0.924,0.923	-0.044
85	"AT1G15110"	"PSS1"	chr1	+	5201592	5201685	5201592	5201681	5201780	5202175	85	4,6,12	57,64,76	7,6,3	59,50,74	102	99	0.444526612794	1.0	0.064,0.083,0.133	0.103,0.104,0.038	0.012
86	"AT5G09230"	"SRT2"	chr5	+	2872304	2872361	2872304	2872350	2872459	2872620	86	22,5,25	42,25,51	20,10,22	59,24,63	109	99	0.56959289233	1.0	0.322,0.154,0.308	0.235,0.275,0.241	0.011
89	"AT5G44740"	"POLH"	chr5	-	18051099	18051211	18051140	18051211	18050834	18051005	89	10,6,11	0,0,0	13,8,18	1,0,0	139	99	1	1.0	1.0,1.0,1.0	0.903,1.0,1.0	0.032
90	"AT2G45640"	"SAP18"	chr2	-	18800504	18800600	18800513	18800600	18800032	18800107	90	291,212,291	0,0,1	306,203,300	2,1,0	107	99	1	1.0	1.0,1.0,0.996	0.993,0.995,1.0	0.003
96	"AT1G06570"	"PDS1"	chr1	-	2012296	2013545	2012303	2013545	2011884	2012189	96	130,93,114	0,0,0	211,109,218	2,1,0	105	99	1	1.0	1.0,1.0,1.0	0.99,0.99,1.0	0.007
97	"AT1G01060"	"LHY"	chr1	-	37372	37780	37568	37780	37022	37203	97	124,123,140	6,2,3	432,177,426	2,5,5	198	99	0.0865805233195	0.351056965647	0.912,0.969,0.959	0.991,0.947,0.977	-0.025
99	"AT1G61140"	"EDA16"	chr1	-	22539749	22540040	22539776	22540040	22538538	22539665	99	0,0,0	17,29,49	2,2,4	31,16,45	125	99	0.00813357219024	0.0514795605699	0.0,0.0,0.0	0.049,0.09,0.066	-0.068
101	"AT4G26700"	"FIM1"	chr4	+	13466807	13466928	13466807	13466904	13466998	13467090	101	9,6,10	80,75,111	8,8,14	151,75,158	122	99	0.599334388849	1.0	0.084,0.061,0.068	0.041,0.08,0.067	0.008
104	"AT5G27290"	"AT5G27290"	chr5	-	9618868	9618964	9618908	9618964	9618391	9618790	104	228,197,258	0,0,0	269,210,355	1,2,2	138	99	1	1.0	1.0,1.0,1.0	0.995,0.987,0.992	0.009
106	"AT2G28800"	"ALB3"	chr2	-	12357448	12357556	12357452	12357556	12356994	12357144	106	0,1,0	1055,816,1325	0,0,0	1517,795,1491	102	99	1	1.0	0.0,0.001,0.0	0.0,0.0,0.0	0.0
109	"AT1G76050"	"AT1G76050"	chr1	+	28541812	28542034	28541812	28542015	28542153	28542232	109	2,3,0	24,23,34	1,0,0	68,30,82	117	99	0.428846289558	1.0	0.066,0.099,0.0	0.012,0.0,0.0	0.051
110	"AT1G47600"	"TGG4"	chr1	+	17493896	17493928	17493896	17493925	17494021	17494118	110	23,47,152	0,1,0	100,10,143	0,0,0	101	99	1	1.0	1.0,0.979,1.0	1.0,1.0,1.0	-0.007
111	"AT2G46270"	"GBF3"	chr2	+	19002054	19002230	19002054	19002161	19002321	19002399	111	22,25,46	24,22,32	42,20,39	40,24,37	167	99	0.457676169924	1.0	0.352,0.403,0.46	0.384,0.331,0.385	0.038
112	"AT4G38510"	"VHA-B2"	chr4	-	18014883	18014975	18014902	18014975	18014734	18014796	112	0,3,2	20,12,23	14,3,12	193,86,190	117	99	0.646381020987	1.0	0.0,0.175,0.069	0.058,0.029,0.051	0.035
113	"AT4G38510"	"VHA-B2"	chr4	-	18014883	18014975	18014959	18014975	18014734	18014796	113	6,7,14	80,69,113	73,31,75	74,39,70	174	99	0	0.0	0.041,0.055,0.066	0.359,0.311,0.379	-0.296
114	"AT4G38510"	"VHA-B2"	chr4	-	18014902	18014975	18014959	18014975	18014734	18014796	114	26,16,35	80,69,113	252,114,253	74,39,70	155	99	0	0.0	0.172,0.129,0.165	0.685,0.651,0.698	-0.523
115	"AT5G14200"	"IMDH3"	chr5	+	4577348	4577467	4577348	4577465	4577554	4577662	115	0,1,0	806,591,962	0,0,0	796,497,815	100	99	1	1.0	0.0,0.002,0.0	0.0,0.0,0.0	0.001
116	"AT2G38185"	"AT2G38185"	chr2	+	16001638	16001739	16001638	16001721	16001803	16001950	116	0,1,2	22,13,31	1,1,1	28,23,24	116	99	1	1.0	0.0,0.062,0.052	0.03,0.036,0.034	0.005
121	"AT3G10770"	"AT3G10770"	chr3	-	3372900	3373555	3372924	3373555	3372572	3372812	121	165,113,211	32,21,38	224,113,239	10,12,15	122	99	3.79899537717e-07	8.96217545796e-06	0.807,0.814,0.818	0.948,0.884,0.928	-0.107
124	"AT3G07300"	"AT3G07300"	chr3	-	2326718	2327012	2326724	2327012	2326090	2326220	124	23,11,27	49,37,59	22,9,16	60,34,69	104	99	0.117981057144	0.45695648252	0.309,0.221,0.303	0.259,0.201,0.181	0.064
125	"AT5G13220"	"TIFY9"	chr5	+	4219466	4219684	4219466	4219629	4219934	4219992	125	18,9,17	2,4,0	27,12,21	6,2,0	153	99	0.892080635546	1.0	0.853,0.593,1.0	0.744,0.795,1.0	-0.031
126	"AT4G24230"	"ACBP3"	chr4	-	12567237	12567362	12567250	12567362	12566630	12567138	126	0,0,0	25,34,45	7,2,7	45,37,53	111	99	5.60301563224e-06	9.91802809621e-05	0.0,0.0,0.0	0.122,0.046,0.105	-0.091
127	"AT4G24230"	"ACBP3"	chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	127	0,0,0	1,1,1	5,0,2	4,2,2	111	99	8.50196822133e-05	0.00110313037672	0.0,0.0,0.0	0.527,0.0,0.471	-0.333
128	"AT5G32440"	"AT5G32440"	chr5	+	12077471	12077634	12077471	12077631	12077745	12077933	128	4,0,1	160,156,238	1,1,1	281,155,337	101	99	1	1.0	0.024,0.0,0.004	0.003,0.006,0.003	0.005
129	"AT3G01310"	"AT3G01310"	chr3	-	101513	101660	101531	101660	101296	101356	129	18,21,20	65,62,159	29,2,28	109,24,83	116	99	0.491697249921	1.0	0.191,0.224,0.097	0.185,0.066,0.224	0.012
130	"AT4G37070"	"PLP1"	chr4	-	17466920	17467109	17466953	17467109	17466525	17466707	130	78,79,190	4,2,5	116,72,103	1,1,1	131	99	0.0213281546121	0.115305335872	0.936,0.968,0.966	0.989,0.982,0.987	-0.029
132	"AT5G09890"	"AT5G09890"	chr5	-	3086140	3086222	3086143	3086222	3085951	3086008	132	2,1,1	106,101,150	3,1,3	168,96,148	101	99	0.62498298648	1.0	0.018,0.01,0.006	0.017,0.01,0.019	-0.004
133	"AT2G41430"	"ERD15"	chr2	+	17269231	17269490	17269231	17269402	17269719	17270075	133	1,1,1	1698,1310,2637	5,1,4	2810,958,2228	186	99	1	1.0	0.0,0.0,0.0	0.001,0.001,0.001	-0.001
134	"AT2G41430"	"ERD15"	chr2	+	17269231	17269509	17269231	17269402	17269719	17270075	134	2,0,3	1698,1310,2637	1,4,1	2810,958,2228	198	99	1	1.0	0.001,0.0,0.001	0.0,0.002,0.0	0.0
135	"AT2G41430"	"ERD15"	chr2	+	17269231	17269509	17269231	17269490	17269719	17270075	135	2,0,3	1,1,1	2,4,0	5,1,3	117	99	0.424033748715	1.0	0.629,0.0,0.717	0.253,0.772,0.0	0.107
136	"AT1G17110"	"UBP15"	chr1	-	5848199	5848339	5848211	5848339	5848030	5848119	136	35,24,33	26,42,64	20,22,37	51,28,45	110	99	0.66643181404	1.0	0.548,0.34,0.317	0.261,0.414,0.425	0.035
137	"AT3G14010"	"CID4"	chr3	+	4638722	4638938	4638722	4638932	4639006	4639107	137	97,69,141	4,11,12	80,55,91	29,24,17	104	99	1.67071376744e-06	3.46840178121e-05	0.958,0.857,0.918	0.724,0.686,0.836	0.162
138	"AT1G67140"	"SWEETIE"	chr1	-	25102561	25102699	25102564	25102699	25102274	25102439	138	9,6,12	96,64,116	2,1,7	114,61,111	101	99	0.00192157776572	0.0158301406414	0.084,0.084,0.092	0.017,0.016,0.058	0.056
139	"AT3G57050"	"CBL"	chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	139	82,83,170	62,55,85	238,112,255	44,15,34	143	99	2.22044604925e-16	1.44051437445e-14	0.478,0.511,0.581	0.789,0.838,0.839	-0.299
140	"AT2G40640"	"PUB63"	chr2	-	16961871	16961960	16961881	16961960	16961682	16961778	140	30,25,26	9,2,4	48,13,38	8,4,9	108	99	0.640754481029	1.0	0.753,0.92,0.856	0.846,0.749,0.795	0.046
141	"AT5G20580"	"AT5G20580"	chr5	-	6962214	6962306	6962218	6962306	6962000	6962109	141	2,2,0	43,29,66	1,1,3	40,32,63	102	99	0.63150556506	1.0	0.043,0.063,0.0	0.024,0.029,0.044	0.003
142	"AT5G48160"	"OBE2"	chr5	-	19530154	19530316	19530216	19530316	19528724	19529838	142	2,1,13	71,88,139	13,2,11	171,47,132	160	99	0.263346851893	0.818425246302	0.017,0.007,0.055	0.045,0.026,0.049	-0.014
145	"AT1G79870"	"HPR2"	chr1	+	30044745	30045216	30044745	30045193	30045332	30046027	145	186,127,219	10,14,23	288,167,329	7,12,15	121	99	0.00379059335175	0.0285118543414	0.938,0.881,0.886	0.971,0.919,0.947	-0.044
146	"AT1G79870"	"HPR2"	chr1	+	30044745	30045216	30044745	30045193	30045366	30046027	146	1,1,1	3,2,3	2,1,2	1,0,3	121	99	0.158983863861	0.579047991039	0.214,0.29,0.214	0.621,1.0,0.353	-0.419
149	"AT4G17620"	"AT4G17620"	chr4	+	9824425	9824514	9824425	9824510	9824579	9824639	149	12,3,8	0,0,1	3,3,6	0,0,0	102	99	1	1.0	1.0,1.0,0.886	1.0,1.0,1.0	-0.038
150	"AT5G07790"	"AT5G07790"	chr5	+	2483310	2483638	2483310	2483340	2484052	2484300	150	9,2,6	2,4,5	9,7,6	1,1,5	198	99	0.179291116263	0.615930129178	0.692,0.2,0.375	0.818,0.778,0.375	-0.235
151	"AT3G04600"	"AT3G04600"	chr3	+	1244653	1244750	1244653	1244746	1244816	1244897	151	2,0,0	111,109,160	0,1,0	188,87,160	102	99	1	1.0	0.017,0.0,0.0	0.0,0.011,0.0	0.002
152	"AT5G49215"	"AT5G49215"	chr5	+	19953486	19953681	19953486	19953675	19953907	19954231	152	6,7,15	0,0,2	19,3,27	1,0,2	104	99	0.477609732025	1.0	1.0,1.0,0.877	0.948,1.0,0.928	0.0
154	"AT3G55630"	"FPGS3"	chr3	+	20637574	20637658	20637574	20637592	20637739	20637796	154	279,236,346	23,7,16	359,211,402	18,19,23	164	99	0.458082415274	1.0	0.88,0.953,0.929	0.923,0.87,0.913	0.019
155	"AT3G55630"	"FPGS3"	chr3	+	20637739	20637796	20637739	20637793	20637873	20637934	155	252,175,266	0,1,0	278,185,306	2,0,1	101	99	1	1.0	1.0,0.994,1.0	0.993,1.0,0.997	0.001
156	"AT1G21350"	"AT1G21350"	chr1	-	7477331	7477418	7477335	7477418	7476944	7477126	156	2,1,2	208,134,190	3,1,2	299,225,327	102	99	1	1.0	0.009,0.007,0.01	0.01,0.004,0.006	0.002
158	"AT1G20020"	"LFNR2"	chr1	+	6943227	6943486	6943227	6943483	6943581	6943715	158	0,2,0	3570,3198,5410	0,0,0	4638,2364,5604	101	99	1	1.0	0.0,0.001,0.0	0.0,0.0,0.0	0.0
160	"AT1G20020"	"LFNR2"	chr1	+	6943581	6943715	6943581	6943658	6943790	6943869	160	3802,3191,5398	3,3,1	4560,2525,5475	1,0,0	155	99	1	1.0	0.999,0.999,1.0	1.0,1.0,1.0	-0.001
161	"AT1G23950"	"AT1G23950"	chr1	-	8470346	8470602	8470351	8470602	8470134	8470215	161	4,2,5	0,0,0	3,1,1	1,0,0	103	99	1	1.0	1.0,1.0,1.0	0.742,1.0,1.0	0.086
162	"AT1G23950"	"AT1G23950"	chr1	-	8470346	8470602	8470351	8470602	8470134	8470221	162	0,0,0	155,135,189	0,0,3	163,94,152	103	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.019	-0.006
163	"AT1G23950"	"AT1G23950"	chr1	-	8470683	8470897	8470698	8470897	8470351	8470512	163	4,2,3	3,1,1	1,1,3	0,1,1	113	99	0.0113329398563	0.0683929742491	0.539,0.637,0.724	1.0,0.467,0.724	-0.097
164	"AT1G23950"	"AT1G23950"	chr1	-	8470683	8470897	8470698	8470897	8470351	8470602	164	72,45,91	20,12,20	85,46,80	16,6,12	113	99	0.0693605507479	0.285699411414	0.759,0.767,0.799	0.823,0.87,0.854	-0.074
165	"AT5G48340"	"AT5G48340"	chr5	+	19591207	19592322	19591207	19592320	19592412	19592526	165	34,33,37	0,0,0	60,32,32	0,0,1	100	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.969	0.01
168	"AT3G52180"	"DSP4"	chr3	-	19350286	19350708	19350612	19350708	19350104	19350212	168	318,258,336	0,1,0	364,209,442	0,0,0	198	99	1	1.0	1.0,0.992,1.0	1.0,1.0,1.0	-0.003
171	"AT2G32700"	"LUH"	chr2	+	13868274	13868443	13868274	13868386	13868631	13868681	171	0,0,2	555,454,632	0,0,0	274,125,257	155	99	1	1.0	0.0,0.0,0.002	0.0,0.0,0.0	0.001
172	"AT4G27800"	"PPH1"	chr4	-	13852251	13852415	13852382	13852415	13851869	13852133	172	981,643,1055	11,10,16	1098,708,1367	0,2,0	198	99	1.62658822761e-05	0.00024119979718	0.978,0.97,0.971	1.0,0.994,1.0	-0.025
173	"AT4G27800"	"PPH1"	chr4	-	13852505	13852564	13852509	13852564	13852382	13852415	173	1,0,0	755,602,930	1,0,1	878,574,1095	102	99	1	1.0	0.001,0.0,0.0	0.001,0.0,0.001	-0.0
174	"AT2G45500"	"AT2G45500"	chr2	-	18752149	18752241	18752161	18752241	18752007	18752030	174	5,8,8	10,13,33	15,5,9	11,14,11	110	99	0.102402716451	0.39960157773	0.31,0.356,0.179	0.551,0.243,0.424	-0.124
176	"AT1G55500"	"ECT4"	chr1	+	20722145	20722308	20722145	20722292	20722393	20722739	176	9,5,3	136,88,153	7,6,5	123,103,149	114	99	0.847226473903	1.0	0.054,0.047,0.017	0.047,0.048,0.028	-0.002
178	"AT4G30310"	"AT4G30310"	chr4	+	14834586	14834659	14834586	14834655	14834753	14834881	178	266,261,304	1,0,0	288,179,360	0,0,1	102	99	1	1.0	0.996,1.0,1.0	1.0,1.0,0.997	-0.0
179	"AT1G08600"	"ATRX"	chr1	+	2723823	2723957	2723823	2723938	2724074	2724133	179	3,5,5	26,40,61	3,6,6	58,16,34	117	99	0.465445111861	1.0	0.089,0.096,0.065	0.042,0.241,0.13	-0.054
181	"AT3G07565"	"AT3G07565"	chr3	+	2415271	2415381	2415271	2415354	2415552	2415614	181	11,0,8	70,47,94	8,2,10	85,59,84	125	99	0.819640315747	1.0	0.111,0.0,0.063	0.069,0.026,0.086	-0.002
182	"AT5G16800"	"AT5G16800"	chr5	-	5524810	5525039	5524835	5525039	5524313	5524701	182	46,30,71	1,0,1	60,48,80	0,0,0	123	99	1	1.0	0.974,1.0,0.983	1.0,1.0,1.0	-0.014
183	"AT3G63480"	"AT3G63480"	chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	183	1,0,1	4,1,4	2,0,0	5,2,8	110	99	1	1.0	0.184,0.0,0.184	0.265,0.0,0.0	0.034
185	"AT2G19880"	"AT2G19880"	chr2	+	8584049	8584264	8584049	8584261	8584468	8584614	185	44,34,66	0,0,0	60,41,87	1,0,1	101	99	1	1.0	1.0,1.0,1.0	0.983,1.0,0.988	0.01
186	"AT4G21910"	"AT4G21910"	chr4	-	11625968	11626075	11625988	11626075	11625821	11625883	186	14,2,13	296,208,280	7,4,5	295,209,346	118	99	0.0286397367783	0.141562127504	0.038,0.008,0.037	0.02,0.016,0.012	0.012
187	"AT2G25840"	"OVA4"	chr2	+	11023413	11023538	11023413	11023526	11023674	11023696	187	2,0,2	98,63,85	2,2,9	88,69,105	110	99	0.0118171074179	0.0696940767033	0.018,0.0,0.021	0.02,0.025,0.072	-0.026
189	"AT2G44980"	"AT2G44980"	chr2	-	18555237	18555418	18555246	18555418	18554985	18555121	189	19,15,31	0,1,0	19,3,14	0,0,0	107	99	1	1.0	1.0,0.933,1.0	1.0,1.0,1.0	-0.022
192	"AT3G13460"	"ECT2"	chr3	-	4386059	4386655	4386061	4386655	4385760	4385973	192	0,1,0	429,302,441	0,0,2	534,311,503	100	99	1	1.0	0.0,0.003,0.0	0.0,0.0,0.004	-0.0
193	"AT1G23970"	"AT1G23970"	chr1	-	8483090	8483304	8483105	8483304	8482758	8483009	193	23,29,45	17,18,18	45,24,33	6,0,2	113	99	2.49139121555e-08	7.18351133817e-07	0.542,0.585,0.687	0.868,1.0,0.935	-0.33
194	"AT3G05870"	"APC11"	chr3	+	1754686	1755052	1754686	1755025	1755591	1755631	194	6,3,6	1,0,1	5,8,7	0,0,0	125	99	1	1.0	0.826,1.0,0.826	1.0,1.0,1.0	-0.116
195	"AT2G22690"	"AT2G22690"	chr2	-	9651177	9651439	9651344	9651439	9649689	9650980	195	2,2,0	9,11,11	0,0,0	24,17,19	198	99	0.67893112965	1.0	0.1,0.083,0.0	0.0,0.0,0.0	0.061
198	"AT4G40040"	"HTR8"	chr4	-	18558481	18558743	18558645	18558743	18558164	18558236	198	2,0,5	1028,861,1525	7,9,9	1615,885,1661	198	99	1	1.0	0.001,0.0,0.002	0.002,0.005,0.003	-0.002
